count,country,region,district,city,village,name,wikidata_uri
1,Regno Unito,,,,,Collezione Moore,
1,Regno Unito,,,,,Collezione Morson,
1,Regno Unito,,,,,Collezione Mrs. B. McLellan,
1,Regno Unito,,,,,Collezione Mrs. E. Mace,
1,Regno Unito,,,,,Collezione Mrs. E.L. Scott,
1,Regno Unito,,,,,Collezione Mrs. Ermance Elewont,
1,Regno Unito,,,,,Collezione Mrs. G. Denis Berry,
1,Regno Unito,,,,,Collezione Mrs. G. Fischer,
1,Regno Unito,,,,,Collezione Mrs. H.G. MacDonald,
1,Regno Unito,,,,,Collezione Mrs. Holford,
1,Regno Unito,,,,,Collezione Mrs. J. Beckford,
1,Regno Unito,,,,,Collezione Mrs. J. Walker,
1,Regno Unito,,,,,Collezione Mrs. J.T. Hardman,
1,Regno Unito,,,,,Collezione Mrs. James Hasson,
1,Regno Unito,,,,,Collezione Mrs. Kerr-Smiley,
1,Regno Unito,,,,,Collezione Mrs. Kittoe Payne,
1,Regno Unito,,,,,Collezione Mrs. L. Bootle-Wilbraham,
1,Regno Unito,,,,,Collezione Mrs. L. Skirne,
1,Regno Unito,,,,,Collezione Mrs. M. Fitzwilliam,
1,Regno Unito,,,,,Collezione Mrs. M. Hewlett,
1,Regno Unito,,,,,Collezione Mrs. M. Spooner,
1,Regno Unito,,,,,Collezione Mrs. N. Martins,
1,Regno Unito,,,,,Collezione Mrs. Post,
1,Regno Unito,,,,,Collezione Mrs. Prince Littler,
1,Regno Unito,,,,,Collezione Mrs. Richard Wollheim,
1,Regno Unito,,,,,Collezione Mrs. S. Winkworth,
1,Regno Unito,,,,,Collezione N. Cheetham,
1,Regno Unito,,,,,Collezione N. Hull,
1,Regno Unito,,,,,Collezione N.R. Wilkinson,
1,Regno Unito,,,,,"Collezione O'Hagan, Pyrgo Park",
1,Regno Unito,,,,,Collezione O. McSwiny,
1,Regno Unito,,,,,Collezione O.E. Coope,
1,Regno Unito,,,,,Collezione P. Antrobus,
1,Regno Unito,,,,,Collezione P.H. Godsal,
1,Regno Unito,,,,,Collezione Pakenham,
1,Regno Unito,,,,,Collezione Percy,
1,Regno Unito,,,,,Collezione Pleydell-Bouverie,
1,Regno Unito,,,,,Collezione R. Baxter,
1,Regno Unito,,,,,Collezione R. Bingham,
1,Regno Unito,,,,,Collezione R. Buckle,
1,Regno Unito,,,,,Collezione R. Chichester-Constable,
1,Regno Unito,,,,,Collezione R. Coke,
1,Regno Unito,,,,,Collezione R. Dutton Forshaw,
1,Regno Unito,,,,,Collezione R. Fischer,
1,Regno Unito,,,,,Collezione R. Ford,
1,Regno Unito,,,,,Collezione R. Graham,
1,Regno Unito,,,,,Collezione R. O'Hara Livesay,
1,Regno Unito,,,,,Collezione R. Pelham Borley,
1,Regno Unito,,,,,Collezione R. Stayner Holford,
1,Regno Unito,,,,,Collezione R. Strauss,
1,Regno Unito,,,,,Collezione R. Williams,
1,Regno Unito,,,,,Collezione R. Wright,
1,Regno Unito,,,,,Collezione R.A. Budgett,
1,Regno Unito,,,,,Collezione R.B. Howorth,
1,Regno Unito,,,,,Collezione R.C. Firebrace,
1,Regno Unito,,,,,Collezione R.E. Bowes,
1,Regno Unito,,,,,Collezione R.F. Heathcoat Armory,
1,Regno Unito,,,,,Collezione R.F. Watson,
1,Regno Unito,,,,,Collezione R.H. Benson,
1,Regno Unito,,,,,Collezione R.S. Buller,
1,Regno Unito,,,,,Collezione Rawling,
1,Regno Unito,,,,,Collezione Reveley,
1,Regno Unito,,,,,Collezione Richard F. W. Cartwright,
1,Regno Unito,,,,,Collezione Rosebery,
1,Regno Unito,,,,,Collezione S. Butler,
1,Regno Unito,,,,,Collezione S.E. Francis,
1,Regno Unito,,,,,Collezione S.L. Courtauld,
1,Regno Unito,,,,,Collezione S.M. Crossley,
1,Regno Unito,,,,,Collezione S.W. Digby,
1,Regno Unito,,,,,Collezione Sir A. Fitz George,
1,Regno Unito,,,,,Collezione Sir C. Eardley,
1,Regno Unito,,,,,Collezione Sir Charles Eastlake,
1,Regno Unito,,,,,Collezione Sir D. Blackett,
1,Regno Unito,,,,,Collezione Sir E. Green,
1,Regno Unito,,,,,Collezione Sir F. Fremantle,
1,Regno Unito,,,,,Collezione Sir G. Clausen,
1,Regno Unito,,,,,Collezione Sir G. Leon,
1,Regno Unito,,,,,Collezione Sir H. Duff-Gordon,
1,Regno Unito,,,,,Collezione Sir H. Meade-Fethersthonhaugh,
1,Regno Unito,,,,,Collezione Sir Howard Kerr,
1,Regno Unito,,,,,Collezione Sir J. Wright,
1,Regno Unito,,,,,Collezione Sir R. Abdy,
1,Regno Unito,,,,,Collezione Sir T. Baring,
1,Regno Unito,,,,,Collezione Sir T. Bering,
1,Regno Unito,,,,,Collezione Sir T. Edmund Harvey,
1,Regno Unito,,,,,Collezione Sir W. Lawrence,
1,Regno Unito,,,,,Collezione Sir W.N. Abdy,
1,Regno Unito,,,,,Collezione Skilbeck,
1,Regno Unito,,,,,Collezione Solly-Flood,
1,Regno Unito,,,,,Collezione Stott,
1,Regno Unito,,,,,Collezione T. Bayliss,
1,Regno Unito,,,,,Collezione T. Chamberlayne,
1,Regno Unito,,,,,Collezione T. Frankland,
1,Regno Unito,,,,,Collezione T. Harris,
1,Regno Unito,,,,,Collezione T. Harvey,
1,Regno Unito,,,,,Collezione T. Merton,
1,Regno Unito,,,,,Collezione T. Morgan Grenville,
1,Regno Unito,,,,,Collezione T. Staniforth,
1,Regno Unito,,,,,Collezione T.G.M. Batting,
1,Regno Unito,,,,,Collezione T.H.L. Arrowsmith,
1,Regno Unito,,,,,Collezione T.J. Taon,
1,Regno Unito,,,,,Collezione T.M. Slade,
1,Regno Unito,,,,,Collezione T.W. Mallet,
1,Regno Unito,,,,,Collezione Talbot,
1,Regno Unito,,,,,Collezione Twisden,
1,Regno Unito,,,,,Collezione Unthank,
1,Regno Unito,,,,,Collezione V. Rheineck Leyssius,
1,Regno Unito,,,,,Collezione Viscount Astor,
1,Regno Unito,,,,,Collezione Viscount Cobham,
1,Regno Unito,,,,,Collezione Viscount Maugham,
1,Regno Unito,,,,,Collezione Viscount d'Abernon,
1,Regno Unito,,,,,Collezione Viscount of Powerscourt,
1,Regno Unito,,,,,Collezione Viscountess Churchill,
1,Regno Unito,,,,,Collezione Vivian-Neal,
1,Regno Unito,,,,,Collezione W. Anthony,
1,Regno Unito,,,,,Collezione W. Cox,
1,Regno Unito,,,,,Collezione W. Dyce,
1,Regno Unito,,,,,Collezione W. Farrer,
1,Regno Unito,,,,,Collezione W. Hamilton,
1,Regno Unito,,,,,Collezione W. Ingram,
1,Regno Unito,,,,,Collezione W. Porter,
1,Regno Unito,,,,,Collezione W. Talbot Kerr,
1,Regno Unito,,,,,Collezione W. Worsley,
1,Regno Unito,,,,,Collezione W.A.L. Fletcher,
1,Regno Unito,,,,,Collezione W.D. Clark,
1,Regno Unito,,,,,Collezione W.E. Agar,
1,Regno Unito,,,,,Collezione W.G. Cumming,
1,Regno Unito,,,,,Collezione W.H. Hunt,
1,Regno Unito,,,,,Collezione W.M. de Zoete,
1,Regno Unito,,,,,Collezione W.R. Hearst,
1,Regno Unito,,,,,Collezione Wallis,
1,Regno Unito,,,,,Collezione Walmesley,
1,Regno Unito,,,,,Collezione Warde,
1,Regno Unito,,,,,Collezione Waverley,
1,Regno Unito,,,,,Collezione Welwyn,
1,Regno Unito,,,,,Collezione Wenlock,
1,Regno Unito,,,,,Collezione William and George Agnew,
1,Regno Unito,,,,,Collezione Wyndham,
1,Regno Unito,,,,,Collezione baronessa Kinloss,
1,Regno Unito,,,,,Collezione baronessa Zouche of Harringworth,
1,Regno Unito,,,,,Collezione baroni Zouche,
1,Regno Unito,,,,,Collezione colonnello G. Anderton,
1,Regno Unito,,,,,Collezione conte Egerton of Sallos,
1,Regno Unito,,,,,Collezione conte Harcourt,
1,Regno Unito,,,,,Collezione conte Poulet,
1,Regno Unito,,,,,Collezione conte di Beatty,
1,Regno Unito,,,,,Collezione conte di Bradford,
1,Regno Unito,,,,,Collezione conte di Burlington,
1,Regno Unito,,,,,Collezione conte di Caledon,
1,Regno Unito,,,,,Collezione conte di Cardigan,
1,Regno Unito,,,,,Collezione conte di Catheart,
1,Regno Unito,,,,,Collezione conte di Darnley,
1,Regno Unito,,,,,Collezione conte di Harrowby,
1,Regno Unito,,,,,Collezione conte di Howe,
1,Regno Unito,,,,,Collezione conte di Inchape,
1,Regno Unito,,,,,Collezione conte di Listowel,
1,Regno Unito,,,,,Collezione conte di Malmesbury,
1,Regno Unito,,,,,Collezione conte di Morton,
1,Regno Unito,,,,,Collezione conte di Portsmouth,
1,Regno Unito,,,,,Collezione conte di Shrewsbury and Waterford,
1,Regno Unito,,,,,Collezione conte di Stafford,
1,Regno Unito,,,,,Collezione conte di Verulam,
1,Regno Unito,,,,,Collezione contessa di Craven,
1,Regno Unito,,,,,Collezione duca di Cumberland,
1,Regno Unito,,,,,Collezione duca di Dorset,
1,Regno Unito,,,,,Collezione duca di Grafton,
1,Regno Unito,,,,,Collezione duca di Kent,
1,Regno Unito,,,,,Collezione duca di Liverpool,
1,Regno Unito,,,,,Collezione duca di Portland,
1,Regno Unito,,,,,Collezione duca di Roxburgh,
1,Regno Unito,,,,,Collezione duca di St. Alban,
1,Regno Unito,,,,,Collezione duca di Tallard,
1,Regno Unito,,,,,Collezione duca di Wellington,
1,Regno Unito,,,,,Collezione duchessa di Argyll,
1,Regno Unito,,,,,Collezione duchessa di Buckingham,
1,Regno Unito,,,,,Collezione duchessa di Marlborough,
1,Regno Unito,,,,,Collezione duchessa di York,
1,Regno Unito,,,,,Collezione marchese Curzon of Kedleston,
1,Regno Unito,,,,,Collezione marchese di Lothian,
1,Regno Unito,,,,,Collezione marchese di Northampton,
1,Regno Unito,,,,,Collezione marchese di Stafford,
1,Regno Unito,,,,,Collezione marchese di Westminster,
1,Regno Unito,,,,,Collezione principessa L. Malcolm,
1,Regno Unito,,,,,Collezione viscontessa Ashbrook,
1,Regno Unito,,,,,Collezione viscontessa Bertie of Thame,
1,Regno Unito,,,,,Compton Verney Art Gallery and Park,
1,Regno Unito,,,,,David D.H. Russel,
1,Regno Unito,,,,,"Deepdene, collezione Hope",
1,Regno Unito,,,,,Delagrante,
1,Regno Unito,,,,,"Dissington Hall, collezione Collingwood",
1,Regno Unito,,,,,Dowdeswell & Dowdeswell,
1,Regno Unito,,,,,"Dunham Massey Hall, collezione Earl of Stamford",
1,Regno Unito,,,,,"Eastnor Castle, collezione Somers",
1,Regno Unito,,,,,"Elvaston Castle, collezione earl of Harrington",
1,Regno Unito,,,,,"Fonthill Abbey, collezione W.T. Beckford",
1,Regno Unito,,,,,G.A. Baird,
1,Regno Unito,,,,,"Grittleton House, collezione A. Neeld",
1,Regno Unito,,,,,Hannover,
1,Regno Unito,,,,,"Haseley Court, collezione James P. Muirhead",
1,Regno Unito,,,,,"Helmingham Hall, collezione di Lord Tollemache",
1,Regno Unito,,,,,"Holker Hall, collezione R. Cavendish",
1,Regno Unito,,,,,Holkham Hall,
1,Regno Unito,,,,,"Holkham Hall, collezione T.W. Coke, conte di Leicester",
1,Regno Unito,,,,,"Kirtlington Park, collezione R.A. Budgett",
1,Regno Unito,,,,,L. Koetser,
1,Regno Unito,,,,,Lesley,
1,Regno Unito,,,,,"Lewes House, collezione E. Warren",
1,Regno Unito,,,,,"Longford Castle, collezione conte di Radnor",
1,Regno Unito,,,,,Lord Leicester,
1,Regno Unito,,,,,M. Guthrie,
1,Regno Unito,,,,,"Margam Castle, collezione Miss E. C. Talbot",
1,Regno Unito,,,,,"Melbury House, collezione conte di Ilchester",
1,Regno Unito,,,,,"Mellerstain House, collezione Earl of Haddington",
1,Regno Unito,,,,,"North Aston Manor, collezione A.D. Taylor",
1,Regno Unito,,,,,"Oakly Park, collezione conte di Plymouth",
1,Regno Unito,,,,,"Petworth House, National Trust",
1,Regno Unito,,,,,Phillips,
1,Regno Unito,,,,,Portsmouth Roman Catholic Diocesan Trustees,
1,Regno Unito,,,,,"Powis Castle, collezione Earl of Powis",
1,Regno Unito,,,,,"Powis Castle, collezione conte di Powis",
1,Regno Unito,,,,,"Ranston House, collezione P.W. Baker",
1,Regno Unito,,,,,"Roehampton, Manresa College",
1,Regno Unito,,,,,"Rossie Priory, collezione Kinnaird",
1,Regno Unito,,,,,"Saltmarsh Castle, collezione E. Higginson",
1,Regno Unito,,,,,"Shavington Hall, collezione A. Heywood-Lonsdale",
1,Regno Unito,,,,,Speelman,
1,Regno Unito,,,,,"Stafford House, collezione duca di Sutherland",
1,Regno Unito,,,,,"Syon House, collezione duca di Northumberland",
1,Regno Unito,,,,,"Taymouth Castle, collezione marchese di Breadalbane",
1,Regno Unito,,,,,The Edward James Foundation,
1,Regno Unito,,,,,"The Mount Trust, collezione Capt. and Mrs. Bulkeley-Johnson",
1,Regno Unito,,,,,"Wentworth Castle, collezione B.C. Vernon",
1,Regno Unito,,,,,"Wentworth Woodhouse, collezione conte di R.H. Fitzwilliam",
1,Regno Unito,,,,,"Whalley Range, collezione Beatson Blair",
1,Regno Unito,,,,Blandford,Collezione R.M.D. Thesiger,
1,Regno Unito,,,,"The Hendre, Monmouth",Collezione Baron Llangattock,
1,Regno Unito,,,Aberdeen,,Aberdeen Art Gallery and Museums,
1,Regno Unito,,,Albury,,Collezione duca di Northumberland,
1,Regno Unito,,,Alnwick,,"Alnwick Castle, collezione duca di Northumberland",
1,Regno Unito,,,Alnwick,,Collezione duca di Northumberland,
1,Regno Unito,,,Amersham,,"Penn House, collezione conte di Howe",
1,Regno Unito,,,Ardencraig,,Collezione Lady Colum Crichton-Stuart,
1,Regno Unito,,,Argyll,,Collezione duchessa di Argyll,
1,Regno Unito,,,Arundel,,Arundel Cathedral,
1,Regno Unito,,,Ascott,,The National Trust,
1,Regno Unito,,,Ashridge,,Collezione A. Hume,
1,Regno Unito,,,Ashridge,,Collezione conte di Brownlow,
1,Regno Unito,,,Barnet,,Church of St. Andrew,
1,Regno Unito,,,Bassetlaw,,"Welbeck Abbey, collezione Lady V. Wemyss",
1,Regno Unito,,,Bath,,Collezione G. Vivian of Claverton Manor,
1,Regno Unito,,,Bath,,Collezione W. Beckford,
1,Regno Unito,,,Bath,,Prior Park College,
1,Regno Unito,,,Bawtry,,Dowager Viscountess Galway,
1,Regno Unito,,,Bedford,,Cecil Higgins Art Gallery,
1,Regno Unito,,,Beoley,,Chiesa di S. Leonardo,
1,Regno Unito,,,Beverly Hills (CA),,Asta Christie's,http://www.wikidata.org/entity/Q503176
1,Regno Unito,,,Birmingham,,Collezione A.C.J. Wall,
1,Regno Unito,,,Blackheath,Wricklesmarsh House,Collezione G. Page,
1,Regno Unito,,,Blockley,,Collezione Spencer-Churchill,
1,Regno Unito,,,Bournemouth,,Collezione Domville,
1,Regno Unito,,,Bournemouth,,Russell-Cotes Art Gallery and Museum,
1,Regno Unito,,,Bradford,,Cartwright Hall Art Gallery,
1,Regno Unito,,,Bradford,,Church of St. Alban,
1,Regno Unito,,,Brighton,,Collezione Chamberlain,
1,Regno Unito,,,Brighton,,Collezione G. Donaldson,
1,Regno Unito,,,Brighton,,Collezione H. Willett,
1,Regno Unito,,,Brighton,,Collezione Hawley,
1,Regno Unito,,,Brighton,,Collezione Hoswald,
1,Regno Unito,,,Brighton,,Collezione privata,
1,Regno Unito,,,Bristol,,Bristol Museum and Art Gallery,
1,Regno Unito,,,Bungay,,"Flixton Hall, collezione Sir Allan Henry Shafto Adair",
1,Regno Unito,,,Burford,,Collezione R. Warner,
1,Regno Unito,,,Bury St Edmunds,,"Ickworth House, The National Trust",
1,Regno Unito,,,Canterbury,,"Collezione A.B. Godfrey, Brook House",
1,Regno Unito,,,Canwick,,"Canwick Hall, collezione Sibthorp",
1,Regno Unito,,,Castlecraig,,Collezione J.G. Mann,
1,Regno Unito,,,Castletown,,Collezione Lord Carew,
1,Regno Unito,,,Chester,,Collezione P. Jones,
1,Regno Unito,,,Chesterfield,,Collezione G. Locker-Lampson,
1,Regno Unito,,,Chesterfield,,Collezione Stanhope,
1,Regno Unito,,,Chesterton,,"Bruern Abbey, collezione M. Astor",
1,Regno Unito,,,Cobham,,Collezione conte di Darnley,
1,Regno Unito,,,Corsham,,"Corsham Court, collezione Lord Methuen",
1,Regno Unito,,,Cotton,,Cotton College,
1,Regno Unito,,,Cowes,,Collezione N.C. Neill,
1,Regno Unito,,,Crawley,,Collezione G. Locker-Lampson,
1,Regno Unito,,,Cullen,,Collezione Cullen House,
1,Regno Unito,,,Dauntsey,,Church of St. James,
1,Regno Unito,,,Dover,,Mercato antiquario,
1,Regno Unito,,,East Malling,,Farebrother Ellis & Co.,
1,Regno Unito,,,Eastbourne,,Collezione A. Welker,
1,Regno Unito,,,Eastbourne,,P. Vos,
1,Regno Unito,,,Edimburgo,,Collezione Earl of Rosebery,
1,Regno Unito,,,Edimburgo,,Collezione J.S. Dyce,
1,Regno Unito,,,Edimburgo,,Collezione conte di Crawford e di Balcarres,
1,Regno Unito,,,Edimburgo,,Collezione privata,
1,Regno Unito,,,Edimburgo,,"Gosford House, collezione Lord Wemyss",
1,Regno Unito,,,Englefield Green,,Asta Christie's,
1,Regno Unito,,,Epsom,,Collezione privata,
1,Regno Unito,,,Firenze,,Salocchi,
1,Regno Unito,,,Garstang,,Collezione R.P. Silcock,
1,Regno Unito,,,Garvagh,,Collezione barone G.C. Garvagh,
1,Regno Unito,,,Gateshead,,Shipley Art Gallery,http://www.wikidata.org/entity/Q7498014
1,Regno Unito,,,Gateshead,,"Shipley Art Gallery, Gateshead",
1,Regno Unito,,,Glasgow,,Collezione C. Phillips,
1,Regno Unito,,,Glasgow,,Collezione Holford,
1,Regno Unito,,,Glasgow,,Collezione J. Russell Fenner,
1,Regno Unito,,,Glasgow,,Collezione privata,
1,Regno Unito,,,Glasgow,,"Garscube House, collezione Sir Alexander Campbell",
1,Regno Unito,,,Glasgow,,Miss Alice M. Thom,
1,Regno Unito,,,Glasgow,,"Pollok House, collezione Stirling-Maxwell",
1,Regno Unito,,,Gloucester,,Prinknash Abbey,
1,Regno Unito,,,Guildford,,Collezione Lady Isabel Mary Peyronnet,
1,Regno Unito,,,Hadleigh,,Church of St. Mary,
1,Regno Unito,,,Hagley,,"Hagley Hall, collezione Cobham",
1,Regno Unito,,,Hatfield,,Collezione J.P. Butler,
1,Regno Unito,,,Hayes,,Collezione Sir H. de Zoete,
1,Regno Unito,,,Heavitree,,Collezione J. Ford,
1,Regno Unito,,,Hereford/ Worcester,,Collezione Lord Ward,
1,Regno Unito,,,Hertford,,Collezione Cowper,
1,Regno Unito,,,Hinton Ampner,,Collezione Sherborne,
1,Regno Unito,,,Hoar Cross,,Church of the Holy Angels,
1,Regno Unito,,,Houghton Hall,,Collezione R. Walpole,
1,Regno Unito,,,Houghton Hall,,Collezione R.H.R. Brocklebank,
1,Regno Unito,,,Houghton Hall,,Collezione conte di Orford,
1,Regno Unito,,,Ince Hall,,Collezione H. Blundell,
1,Regno Unito,,,Inchture,,"Rossie Priory, collezione Kinnaird",
1,Regno Unito,,,Isle of Mull,,"Collezione Massereene, visconti Knock",
1,Regno Unito,,,Jersey,Saint Helier,Berger,
1,Regno Unito,,,Keir,,Collezione W.J. Stirling,
1,Regno Unito,,,Kent,,Collezione privata,
1,Regno Unito,,,Kent,Horsmonden,"Capel Manor, Collezione J.F. Austen",
1,Regno Unito,,,Kincardine,,Collezione Mrs. P. Somervell,
1,Regno Unito,,,Knebworth,,Collezione Radcliffe,
1,Regno Unito,,,Knutsford,,"Tatton Park, National Trust",
1,Regno Unito,,,Leatherhead,,Polesden Lacey,
1,Regno Unito,,,Ledbury,,"Eastnor Castle, collezione Somers",
1,Regno Unito,,,Leeds,,Royal Armouries Museum,http://www.wikidata.org/entity/Q7373689
1,Regno Unito,,,Leeds,,Temple Newsam,
1,Regno Unito,,,Leeds,,"Temple Newsam, collezione Mrs. E. Meynell",
1,Regno Unito,,,Leeds,Harewood,"Harewood House, collezione Earl of Harewood",
1,Regno Unito,,,Lewes,,Collezione E.P. Warren,
1,Regno Unito,,,Lewes,,"Firle Place, collezione Cowper Lady Desborough Gage",
1,Regno Unito,,,Lewes,,"Firle Place, collezione I. Gage",
1,Regno Unito,,,Lewes,,"Glyndebourne, Christie Estate Trust",
1,Regno Unito,,,Llanrwst,,Collezione Lady Aberconway,
1,Regno Unito,,,Locko Park,,Collezione privata,
1,Regno Unito,,,Locko Park,,"Locko Park, collezione W. Drury-Lowe",
1,Regno Unito,,,Londra,,A. Casella,
1,Regno Unito,,,Londra,,A. Martin,
1,Regno Unito,,,Londra,,A. Stein,
1,Regno Unito,,,Londra,,A. Tooth & Sons,
1,Regno Unito,,,Londra,,A.G.H. Ward,
1,Regno Unito,,,Londra,,A.H. Buttery,
1,Regno Unito,,,Londra,,Agnew's and R. Heinemann,
1,Regno Unito,,,Londra,,Anthony Post,
1,Regno Unito,,,Londra,,Arud Gallery,
1,Regno Unito,,,Londra,,Asta Bearne's,
1,Regno Unito,,,Londra,,Asta Bruton Knowles,
1,Regno Unito,,,Londra,,Asta G. Stanley,
1,Regno Unito,,,Londra,,Asta Langford,
1,Regno Unito,,,Londra,,Asta MacDougall's,
1,Regno Unito,,,Londra,,Asta Parke-Bernet,
1,Regno Unito,,,Londra,,Asta Prestage,
1,Regno Unito,,,Londra,,Asta Puttick & Simpson,
1,Regno Unito,,,Londra,,Asta Robinson & Foster,
1,Regno Unito,,,Londra,,Asta Sotheby's Bearne-Torquay,
1,Regno Unito,,,Londra,,B. Koetser,
1,Regno Unito,,,Londra,,Bedford Estates,
1,Regno Unito,,,Londra,,Boord,
1,Regno Unito,,,Londra,,Bowater Corporation,
1,Regno Unito,,,Londra,,British Library,
1,Regno Unito,,,Londra,,Brun Fine Art,
1,Regno Unito,,,Londra,,"Bryan's Gallery, Peter Coxe, Burrell, and Foster",
1,Regno Unito,,,Londra,,Chiswick House,
1,Regno Unito,,,Londra,,Church of St. Mary,
1,Regno Unito,,,Londra,,Church of St. Matthew of Westminster,
1,Regno Unito,,,Londra,,Cofinarte,
1,Regno Unito,,,Londra,,Collezione A. Beit,
1,Regno Unito,,,Londra,,Collezione A. Blackley,
1,Regno Unito,,,Londra,,Collezione A. Boxall,
1,Regno Unito,,,Londra,,Collezione A. Day,
1,Regno Unito,,,Londra,,Collezione A. Dower,
1,Regno Unito,,,Londra,,Collezione A. Jaffé,
1,Regno Unito,,,Londra,,Collezione A. Kay,
1,Regno Unito,,,Londra,,Collezione A. M. Singer,
1,Regno Unito,,,Londra,,Collezione A. McLellan,
1,Regno Unito,,,Londra,,Collezione A. Pass,
1,Regno Unito,,,Londra,,Collezione A. Pragier,
1,Regno Unito,,,Londra,,Collezione A. Ruck,
1,Regno Unito,,,Londra,,Collezione A. Sailern,
1,Regno Unito,,,Londra,,Collezione A. Seymour,
1,Regno Unito,,,Londra,,Collezione A. Stevens,
1,Regno Unito,,,Londra,,Collezione A. Werner,
1,Regno Unito,,,Londra,,Collezione A.C. Benckendorff,
1,Regno Unito,,,Londra,,Collezione A.L. Cliffe,
1,Regno Unito,,,Londra,,Collezione A.P. Good,
1,Regno Unito,,,Londra,,Collezione A.T. Loyd,
1,Regno Unito,,,Londra,,Collezione Abercrombie,
1,Regno Unito,,,Londra,,Collezione Alexander,
1,Regno Unito,,,Londra,,Collezione Allison,
1,Regno Unito,,,Londra,,Collezione Ash,
1,Regno Unito,,,Londra,,Collezione B. Booth,
1,Regno Unito,,,Londra,,Collezione B. Eckstein,
1,Regno Unito,,,Londra,,Collezione Bagot,
1,Regno Unito,,,Londra,,Collezione Barnard,
1,Regno Unito,,,Londra,,Collezione Beresford Willcox,
1,Regno Unito,,,Londra,,Collezione Blythe,
1,Regno Unito,,,Londra,,Collezione Brinsley-Marlay,
1,Regno Unito,,,Londra,,Collezione Brownlow,
1,Regno Unito,,,Londra,,Collezione Buccleuch,
1,Regno Unito,,,Londra,,Collezione C. Agnew,
1,Regno Unito,,,Londra,,Collezione C. Biron,
1,Regno Unito,,,Londra,,Collezione C. Davis,
1,Regno Unito,,,Londra,,Collezione C. Kenneth,
1,Regno Unito,,,Londra,,Collezione C. Livijn,
1,Regno Unito,,,Londra,,Collezione C. Loyd,
1,Regno Unito,,,Londra,,Collezione C. Meyer,
1,Regno Unito,,,Londra,,Collezione C. Pascall,
1,Regno Unito,,,Londra,,Collezione C. Previte,
1,Regno Unito,,,Londra,,Collezione C. Sackville Bale,
1,Regno Unito,,,Londra,,Collezione C. Townley,
1,Regno Unito,,,Londra,,Collezione C. Turner,
1,Regno Unito,,,Londra,,Collezione C.A.W. Beaumont,
1,Regno Unito,,,Londra,,Collezione C.M. Cooke,
1,Regno Unito,,,Londra,,Collezione C.N. Robertson,
1,Regno Unito,,,Londra,,Collezione Cave,
1,Regno Unito,,,Londra,,Collezione Ch. Lewis,
1,Regno Unito,,,Londra,,Collezione Cowper-Cooper,
1,Regno Unito,,,Londra,,Collezione Crawford,
1,Regno Unito,,,Londra,,Collezione D. Carritt,
1,Regno Unito,,,Londra,,Collezione D. Elliot,
1,Regno Unito,,,Londra,,Collezione D. Fitzgerald,
1,Regno Unito,,,Londra,,Collezione D. McKenna,
1,Regno Unito,,,Londra,,Collezione D. Ogden Stewart,
1,Regno Unito,,,Londra,,Collezione D. Sellar,
1,Regno Unito,,,Londra,,Collezione D. Somerset,
1,Regno Unito,,,Londra,,Collezione D.G. Rossetti,
1,Regno Unito,,,Londra,,Collezione D.V. Brady,
1,Regno Unito,,,Londra,,Collezione Dalwood Clapham Common,
1,Regno Unito,,,Londra,,Collezione Desenfans-Bourgeois,
1,Regno Unito,,,Londra,,Collezione Dudley Wallis,
1,Regno Unito,,,Londra,,Collezione Duits,
1,Regno Unito,,,Londra,,Collezione E. Bullivant,
1,Regno Unito,,,Londra,,Collezione E. Charteris,
1,Regno Unito,,,Londra,,Collezione E. Constantine,
1,Regno Unito,,,Londra,,Collezione E. Hamilton,
1,Regno Unito,,,Londra,,Collezione E. Hockliffe,
1,Regno Unito,,,Londra,,Collezione E. Joll,
1,Regno Unito,,,Londra,,Collezione E. Lederer,
1,Regno Unito,,,Londra,,Collezione E. Palmer,
1,Regno Unito,,,Londra,,Collezione E.S. Borthwick Norton,
1,Regno Unito,,,Londra,,Collezione E.S. De Beer,
1,Regno Unito,,,Londra,,Collezione Earl of Dartmouth,
1,Regno Unito,,,Londra,,Collezione Earl of Northbrook,
1,Regno Unito,,,Londra,,Collezione Erskine,
1,Regno Unito,,,Londra,,Collezione F. Coughlan,
1,Regno Unito,,,Londra,,Collezione F. Ewan,
1,Regno Unito,,,Londra,,Collezione F. Oldham,
1,Regno Unito,,,Londra,,Collezione F. Partridge,
1,Regno Unito,,,Londra,,Collezione F.A. Drey,
1,Regno Unito,,,Londra,,Collezione F.H. Ward,
1,Regno Unito,,,Londra,,Collezione F.T. Capel-Cure,
1,Regno Unito,,,Londra,,Collezione Fellows,
1,Regno Unito,,,Londra,,Collezione Fischmann,
1,Regno Unito,,,Londra,,Collezione G. Beaumont,
1,Regno Unito,,,Londra,,Collezione G. Brodrick,
1,Regno Unito,,,Londra,,Collezione G. Farrow,
1,Regno Unito,,,Londra,,Collezione G. Faudel Phillips,
1,Regno Unito,,,Londra,,Collezione G. Hart,
1,Regno Unito,,,Londra,,Collezione G. Isham,
1,Regno Unito,,,Londra,,Collezione G. Lewis,
1,Regno Unito,,,Londra,,Collezione G. Morant,
1,Regno Unito,,,Londra,,Collezione G. Oliven,
1,Regno Unito,,,Londra,,Collezione G. Richmond,
1,Regno Unito,,,Londra,,Collezione G. Spiridon,
1,Regno Unito,,,Londra,,Collezione G. Winterbottom,
