count,country,region,district,city,village,name,wikidata_uri
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Pancrazio,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Salvatore al Monte,http://www.wikidata.org/entity/Q2220029
3,Italia,Toscana,Firenze,Firenze,,Collezione Angeli,
3,Italia,Toscana,Firenze,Firenze,,Collezione Baciocchi,
3,Italia,Toscana,Firenze,Firenze,,Collezione C. De Carlo,
3,Italia,Toscana,Firenze,Firenze,,Collezione G.A. Wallis,
3,Italia,Toscana,Firenze,Firenze,,Collezione Galletti,
3,Italia,Toscana,Firenze,Firenze,,Collezione Galli Tassi,
3,Italia,Toscana,Firenze,Firenze,,Collezione I. Hugford,
3,Italia,Toscana,Firenze,Firenze,,Collezione L. Bengujat,
3,Italia,Toscana,Firenze,Firenze,,Collezione L. Pasquali,
3,Italia,Toscana,Firenze,Firenze,,Collezione Murray,
3,Italia,Toscana,Firenze,Firenze,,Collezione Ojetti,
3,Italia,Toscana,Firenze,Firenze,,Collezione Pedulli,
3,Italia,Toscana,Firenze,Firenze,,Collezione Salviati,
3,Italia,Toscana,Firenze,Firenze,,Collezione V. Biondi,
3,Italia,Toscana,Firenze,Firenze,,Collezione V. De Micheli,
3,Italia,Toscana,Firenze,Firenze,,Collezione marchese A. Tacoli Canacci,
3,Italia,Toscana,Firenze,Firenze,,"Complesso di S. Firenze, chiesa di S. Filippo Neri",
3,Italia,Toscana,Firenze,Firenze,,Conservatorio di S. Maria degli Angiolini,
3,Italia,Toscana,Firenze,Firenze,,Convento di S. Lucia di Camporeggi,
3,Italia,Toscana,Firenze,Firenze,,"Istituto Statale d'Arte, Gipsoteca",
3,Italia,Toscana,Firenze,Firenze,,L. Cei,
3,Italia,Toscana,Firenze,Firenze,,Monastero delle Murate,
3,Italia,Toscana,Firenze,Firenze,,Museo dell'Arciconfraternita della Misericordia,
3,Italia,Toscana,Firenze,Firenze,,Museo di Orsanmichele,
3,Italia,Toscana,Firenze,Firenze,,Oratorio di S. Francesco dei Vanchetoni,
3,Italia,Toscana,Firenze,Firenze,,P. Capponi,
3,Italia,Toscana,Firenze,Firenze,,Palazzo Martelli,
3,Italia,Toscana,Firenze,Firenze,,Palazzo Pucci,
3,Italia,Toscana,Firenze,Firenze,,Palazzo Usimbardi Acciaiuoli,
3,Italia,Toscana,Firenze,Firenze,,Palazzo dell'Arte della Lana,
3,Italia,Toscana,Firenze,Firenze,,Palazzo di Parte Guelfa,
3,Italia,Toscana,Firenze,Firenze,,Questura (ex Ospedale di Bonifacio),
3,Italia,Toscana,Firenze,Firenze,,Tabernacolo del Canto de' Carnesecchi,
3,Italia,Toscana,Firenze,Firenze,,Villa Lemmi,
3,Italia,Toscana,Firenze,Firenze,,Villa Medicea di Castello,
3,Italia,Toscana,Firenze,Firenze,Settignano,Collezione G. D'Annunzio,
3,Italia,Toscana,Firenze,Greve in Chianti,Panzano in Chianti,Pieve di S. Leolino,
3,Italia,Toscana,Firenze,Impruneta,,Chiesa di S. Lorenzo alle Rose,
3,Italia,Toscana,Firenze,Lastra a Signa,,Chiesa di S. Martino a Gangalandi,http://www.wikidata.org/entity/Q3904666
3,Italia,Toscana,Firenze,Lastra a Signa,,Museo Vicariale di S. Martino a Gangalandi,
3,Italia,Toscana,Firenze,Lastra a Signa,Malmantile,"Eremo di Lecceto, Chiesa dei SS. Jacopo e Filippo",
3,Italia,Toscana,Firenze,Marradi,,Chiesa di S. Lorenzo,
3,Italia,Toscana,Firenze,Montelupo Fiorentino,,Chiesa di S. Giovanni Evangelista,
3,Italia,Toscana,Firenze,Montespertoli,,Museo d'Arte Sacra,
3,Italia,Toscana,Firenze,Montespertoli,Lucardo,Chiesa dei SS. Martino e Giusto,
3,Italia,Toscana,Firenze,Montespertoli,Monte Albino,Chiesa di S. Giusto,
3,Italia,Toscana,Firenze,Pelago,Ristonchi,Chiesa di S. Egidio,
3,Italia,Toscana,Firenze,Pontassieve,,"Villa di Castiglionchio, chiesa",
3,Italia,Toscana,Firenze,Rignano sull'Arno,Rosano,Abbazia di S. Maria,
3,Italia,Toscana,Firenze,San Piero a Sieve,,Convento del Bosco ai Frati,
3,Italia,Toscana,Firenze,Scandicci,Mosciano,Chiesa di S. Andrea,
3,Italia,Toscana,Firenze,Sesto Fiorentino,,Chiesa di S. Maria a Quinto,
3,Italia,Toscana,Firenze,Signa,,Pieve di S. Giovanni Battista//Pieve della Beata,
3,Italia,Toscana,Firenze,Tavarnelle Val di Pesa,Badia a Passignano,Chiesa di S. Biagio,
3,Italia,Toscana,Firenze,Vinci,Sant'Ansano,Pieve di S. Giovanni Battista,
3,Italia,Toscana,Grosseto,Grosseto,,Cattedrale di S. Lorenzo,
3,Italia,Toscana,Grosseto,Massa Marittima,,Chiesa di S. Agostino,
3,Italia,Toscana,Grosseto,Massa Marittima,,Museo di Arte Sacra,http://www.wikidata.org/entity/Q3868200
3,Italia,Toscana,Livorno,Livorno,,Chiesa di S. Sebastiano,
3,Italia,Toscana,Livorno,Livorno,,Duomo,
3,Italia,Toscana,Lucca,Lucca,,"Chiesa dei SS. Giovanni e Reparata, Battistero di S. Giovanni",
3,Italia,Toscana,Lucca,Lucca,,Chiesa di S. Nicolao,
3,Italia,Toscana,Lucca,Lucca,,Collezione Guinigi,
3,Italia,Toscana,Lucca,Lucca,,Collezione Mansi Orselli,
3,Italia,Toscana,Lucca,Lucca,,Fondazione Cassa di Risparmio di Lucca,
3,Italia,Toscana,Lucca,Lucca,,Mercato antiquario,
3,Italia,Toscana,Lucca,Lucca,Massapiana,Chiesa di S. Cerbone,
3,Italia,Toscana,Massa - Carrara,Pontremoli,,Collezione privata,
3,Italia,Toscana,Pisa,Calci,,Pieve dei SS. Giovanni ed Ermolao,
3,Italia,Toscana,Pisa,Montopoli in Val d'Arno,Marti,Chiesa di S. Maria Novella,http://www.wikidata.org/entity/Q51175
3,Italia,Toscana,Pisa,Peccioli,,Chiesa di S. Verano,
3,Italia,Toscana,Pisa,Peccioli,,Museo di Arte Sacra,
3,Italia,Toscana,Pisa,Pisa,,Chiesa dei SS. Ranieri e Leonardo//Chiesa di S. Ranierino,
3,Italia,Toscana,Pisa,Pisa,,Chiesa di S. Pietro in Vinculis//Chiesa di S. Pierino,
3,Italia,Toscana,Pisa,Pisa,,Collezione C. Lasinio,
3,Italia,Toscana,Pisa,Pisa,,Monastero di S. Benedetto a Ripa d'Arno,
3,Italia,Toscana,Pisa,Pisa,,Monastero di S. Marta,
3,Italia,Toscana,Pisa,Pisa,,Museo delle sinopie,
3,Italia,Toscana,Pisa,Pisa,,Opera della Primaziale Pisana,
3,Italia,Toscana,Pisa,Pisa,,Rosini,
3,Italia,Toscana,Pisa,Pomarance,,Chiesa di S. Giovanni Battista,
3,Italia,Toscana,Pisa,Volterra,,Casa Ricciarelli,
3,Italia,Toscana,Pisa,Volterra,,Chiesa di S. Girolamo,
3,Italia,Toscana,Pistoia,Pistoia,,Chiesa dei SS. Prospero e Filippo Neri,
3,Italia,Toscana,Pistoia,Pistoia,,Collezione privata,
3,Italia,Toscana,Pistoia,Pistoia,,Convento di S. Domenico,
3,Italia,Toscana,Pistoia,Pistoia,,"Monastero delle monache di Sala (ex), chiesa di S. Maria degli Angeli",
3,Italia,Toscana,Pistoia,Pistoia,,Palazzo Vescovile,
3,Italia,Toscana,Prato,Prato,,Chiesa di S. Bartolomeo,
3,Italia,Toscana,Prato,Prato,,Convento di S. Margherita,
3,Italia,Toscana,Prato,Prato,,Convento di S. Vincenzo Ferrer,
3,Italia,Toscana,Prato,Prato,,Monastero e chiesa di San Niccolò,
3,Italia,Toscana,Siena,Asciano,,Collegiata di S. Agata,
3,Italia,Toscana,Siena,Asciano,Chiusure,"Abbazia di Monte Oliveto Maggiore, Chiesa",
3,Italia,Toscana,Siena,Colle di Val d'Elsa,,Chiesa di S. Francesco,
3,Italia,Toscana,Siena,Colle di Val d'Elsa,,Duomo,
3,Italia,Toscana,Siena,Montalcino,,Chiesa di S. Antonio Abate,
3,Italia,Toscana,Siena,Montalcino,Castelnuovo dell'Abate,Abbazia di S. Antimo,
3,Italia,Toscana,Siena,Montepulciano,,Cappella della Venerabile Compagnia degli Artisti,
3,Italia,Toscana,Siena,Montepulciano,,Chiesa di S. Agostino,
3,Italia,Toscana,Siena,Monteriggioni,Basciano,Chiesa di S. Giovanni Evangelista,
3,Italia,Toscana,Siena,Murlo,,Pieve di S. Cecilia a Crevole,
3,Italia,Toscana,Siena,Rapolano Terme,,Chiesa del Corpus Domini,
3,Italia,Toscana,Siena,San Gimignano,,Chiesa di S. Pietro in Forliano,
3,Italia,Toscana,Siena,San Giovanni d'Asso,Montisi,Chiesa della SS. Annunziata,
3,Italia,Toscana,Siena,San Quirico d'Orcia,,Collegiata dei SS. Quirico e Giulitta,
3,Italia,Toscana,Siena,Siena,,Chiesa di S. Giusto,
3,Italia,Toscana,Siena,Siena,,Chiesa di S. Raimondo al Refugio,
3,Italia,Toscana,Siena,Siena,,Collezione Chigi Zondadari,
3,Italia,Toscana,Siena,Siena,,Convento dell'Osservanza,
3,Italia,Toscana,Siena,Siena,,Convento di S. Egidio,
3,Italia,Toscana,Siena,Siena,,Museo della Contrada sovrana dell'Istrice,
3,Italia,Toscana,Siena,Torrita di Siena,,Chiesa delle SS. Flora e Lucilla,
3,Italia,Trentino-Alto Adige,Bolzano,Naturno,,Chiesa di S. Procolo,
3,Italia,Trentino-Alto Adige,Trento,Trento,Ravina,Villa Margon,
3,Italia,Umbria,Perugia,Assisi,,Abbazia di S. Pietro,
3,Italia,Umbria,Perugia,Assisi,,Basilica di S. Francesco,
3,Italia,Umbria,Perugia,Assisi,,"Basilica di S. Maria degli Angeli, Museo della Porziuncola",
3,Italia,Umbria,Perugia,Assisi,,Chiesa di S. Maria Maggiore,
3,Italia,Umbria,Perugia,Assisi,,Convento di S. Francesco,
3,Italia,Umbria,Perugia,Assisi,,Oratorio della confraternita di S. Francesco//Oratorio di S. Francescuccio,
3,Italia,Umbria,Perugia,Assisi,,Palazzo Locatelli,
3,Italia,Umbria,Perugia,Assisi,,Protomonastero di S. Chiara,
3,Italia,Umbria,Perugia,Assisi,,Sacro Convento di S. Francesco,
3,Italia,Umbria,Perugia,Bastia Umbra,,Chiesa di S. Croce,
3,Italia,Umbria,Perugia,Bettona,,Palazzo Comunale,
3,Italia,Umbria,Perugia,Bevagna,,Chiesa di S. Domenico,
3,Italia,Umbria,Perugia,Bevagna,,Pinacoteca Civica,
3,Italia,Umbria,Perugia,Bevagna,Castelbuono,Chiesa di S. Maria Assunta,
3,Italia,Umbria,Perugia,Cannara,,Chiesa di S. Matteo,
3,Italia,Umbria,Perugia,Cascia,,Collegiata di S. Maria,
3,Italia,Umbria,Perugia,Città della Pieve,,Chiesa di S. Maria dei Servi,
3,Italia,Umbria,Perugia,Città di Castello,,Chiesa di S. Agostino,
3,Italia,Umbria,Perugia,Città di Castello,,Collezione privata,
3,Italia,Umbria,Perugia,Deruta,,Chiesa di S. Francesco,
3,Italia,Umbria,Perugia,Foligno,,Chiesa di S. Apollinare,
3,Italia,Umbria,Perugia,Foligno,,Chiesa di S. Domenico (ex),
3,Italia,Umbria,Perugia,Foligno,,Chiesa di S. Nicolò di Guesia,
3,Italia,Umbria,Perugia,Foligno,,Collezione Bernabò,
3,Italia,Umbria,Perugia,Foligno,,Mercato antiquario,
3,Italia,Umbria,Perugia,Foligno,,Museo Diocesano,
3,Italia,Umbria,Perugia,Foligno,Carpello,Villa Clio,
3,Italia,Umbria,Perugia,Gualdo Cattaneo,Marcellano,Chiesa di S. Andrea,
3,Italia,Umbria,Perugia,Gubbio,,Chiesa di S. Secondo,
3,Italia,Umbria,Perugia,Gubbio,,Palazzo dei Consoli,
3,Italia,Umbria,Perugia,Montefalco,,Chiesa di S. Chiara,
3,Italia,Umbria,Perugia,Montefalco,,Chiesa di S. Leonardo,
3,Italia,Umbria,Perugia,Montefalco,Turrita,Chiesa di S. Maria,
3,Italia,Umbria,Perugia,Nocera Umbra,,Chiesa di S. Chiara,
3,Italia,Umbria,Perugia,Norcia,,Chiesa di S. Maria Argentea,
3,Italia,Umbria,Perugia,Perugia,,Chiesa di S. Agata,
3,Italia,Umbria,Perugia,Perugia,,Collezione Buitoni,
3,Italia,Umbria,Perugia,Perugia,,Confraternita di S. Francesco,
3,Italia,Umbria,Perugia,Perugia,San Martino In Campo,Oratorio della Madonnuccia,
3,Italia,Umbria,Perugia,Preci,Piedivalle,Chiesa di S. Giovanni Battista,
3,Italia,Umbria,Perugia,Scheggino,,Chiesa di S. Nicola,
3,Italia,Umbria,Perugia,Sigillo,Scirca,Chiesa di S. Maria,
3,Italia,Umbria,Perugia,Spello,,Chiesa di S. Maria di Paterno,
3,Italia,Umbria,Perugia,Spoleto,,Basilica di S. Salvatore,
3,Italia,Umbria,Perugia,Spoleto,,Chiesa di S. Nicolò,
3,Italia,Umbria,Perugia,Spoleto,,Fondazione Cassa di Risparmio di Spoleto,
3,Italia,Umbria,Perugia,Spoleto,,Monastero della Stella,
3,Italia,Umbria,Perugia,Spoleto,,P. Sapori,
3,Italia,Umbria,Perugia,Spoleto,,Palazzo Arcivescovile,
3,Italia,Umbria,Perugia,Todi,,Chiesa di Maria SS. Annunziata,
3,Italia,Umbria,Perugia,Trevi,Picciche,Chiesa di S. Stefano,
3,Italia,Umbria,Perugia,Vallo di Nera,,Chiesa di S. Giovanni Battista,
3,Italia,Umbria,Terni,Amelia,,Palazzo Comunale (ex Palazzo Cansacchi),
3,Italia,Umbria,Terni,Orvieto,,Chiesa della SS. Trinità,
3,Italia,Umbria,Terni,Orvieto,,Chiesa di S. Andrea,
3,Italia,Umbria,Terni,Orvieto,,Chiesa di S. Francesco,
3,Italia,Valle d'Aosta,Aosta,Aosta,,Collegiata dei SS. Pietro e Orso,
3,Italia,Veneto,Belluno,Cortina d'Ampezzo,,"Museo d'Arte Moderna ""Mario Rimoldi""",
3,Italia,Veneto,Padova,Battaglia Terme,,"Castello del Catajo, collezione Obizzi",
3,Italia,Veneto,Padova,Padova,,Collezione Bonacossi,
3,Italia,Veneto,Padova,Padova,,Collezione G. Dondi dall'Orologio,
3,Italia,Veneto,Padova,Padova,,Collezione Sartori-Piovene,
3,Italia,Veneto,Padova,Padova,,Collezione conti Miari,
3,Italia,Veneto,Padova,Padova,,Scuola del Carmine,
3,Italia,Veneto,Padova,Teolo,Convento Praglia,Abbazia di S. Maria Assunta,
3,Italia,Veneto,Treviso,,,Collezione privata,
3,Italia,Veneto,Treviso,Asolo,Pagnano,Chiesa parrocchiale,
3,Italia,Veneto,Treviso,Castelfranco Veneto,,Duomo,
3,Italia,Veneto,Treviso,Conegliano,,Museo Civico del Castello,
3,Italia,Veneto,Treviso,Zenson di Piave,,Villa Da Mula-Guarnieri,
3,Italia,Veneto,Venezia,Venezia,,Asta Finarte Semenzato,
3,Italia,Veneto,Venezia,Venezia,,Chiesa dei Gesuiti (ex chiesa di S. Maria dei Crociferi),
3,Italia,Veneto,Venezia,Venezia,,Chiesa di S. Bartolomeo,
3,Italia,Veneto,Venezia,Venezia,,Chiesa di S. Cassiano,
3,Italia,Veneto,Venezia,Venezia,,Chiesa di S. Caterina,
3,Italia,Veneto,Venezia,Venezia,,Chiesa di S. Fosca,
3,Italia,Veneto,Venezia,Venezia,,Chiesa di S. Geminiano,
3,Italia,Veneto,Venezia,Venezia,,Chiesa di S. Maria Mater Domini,
3,Italia,Veneto,Venezia,Venezia,,Chiesa di S. Maria dei Derelitti,
3,Italia,Veneto,Venezia,Venezia,,Chiesa di S. Maria della Fava,
3,Italia,Veneto,Venezia,Venezia,,Chiesa di S. Marziale,
3,Italia,Veneto,Venezia,Venezia,,Chiesa di S. Michele in Isola,
3,Italia,Veneto,Venezia,Venezia,,Chiesa di S. Vidal,
3,Italia,Veneto,Venezia,Venezia,,Collezione A. Mocenigo,
3,Italia,Veneto,Venezia,Venezia,,Collezione Contarini,
3,Italia,Veneto,Venezia,Venezia,,Collezione F. Pospisil,
3,Italia,Veneto,Venezia,Venezia,,Collezione Gatti Casazza,
3,Italia,Veneto,Venezia,Venezia,,Collezione Giovanelli,
3,Italia,Veneto,Venezia,Venezia,,Collezione Grimani,
3,Italia,Veneto,Venezia,Venezia,,Collezione L. Podio,
3,Italia,Veneto,Venezia,Venezia,,Collezione Sasso,
3,Italia,Veneto,Venezia,Venezia,,Collezione Y. Cini Alliata di Montereale,
3,Italia,Veneto,Venezia,Venezia,,Museo Marciano,
3,Italia,Veneto,Venezia,Venezia,,Palazzo Contarini del Bovolo,
3,Italia,Veneto,Venezia,Venezia,,Palazzo Giustiniani,
3,Italia,Veneto,Venezia,Venezia,,Palazzo Zenobio,
3,Italia,Veneto,Venezia,Venezia,,Scuola Grande di S. Fantin//Scuola Grande di S. Girolamo,
3,Italia,Veneto,Venezia,Venezia,,Scuola di S. Stefano//Scuola dei Laneri,
3,Italia,Veneto,Venezia,Venezia,,Semenzato,
3,Italia,Veneto,Venezia,Venezia,,V. Favenza,
3,Italia,Veneto,Venezia,Venezia,Burano,Chiesa di S. Martino,
3,Italia,Veneto,Venezia,Venezia,Isola di S. Servolo,Chiesa di S. Servilio,
3,Italia,Veneto,Venezia,Venezia,Murano,Basilica dei SS. Maria e Donato,
3,Italia,Veneto,Venezia,Venezia,Torcello,Cattedrale di S. Maria Assunta,
3,Italia,Veneto,Vercelli,Vicenza,,Collezione privata,
3,Italia,Veneto,Verona,Pressana,,Villa Querini Stampalia,
3,Italia,Veneto,Verona,Verona,,Collezione A. Pompei,
3,Italia,Veneto,Verona,Verona,,Convento di S. Bernardino,
3,Italia,Veneto,Verona,Verona,,Gruppo Banco Popolare,
3,Italia,Veneto,Vicenza,Lonigo,,Villa Giovannelli,
3,Italia,Veneto,Vicenza,Valdagno,,Collezione Marzotto,
3,Italia,Veneto,Vicenza,Vicenza,,Chiesa di S. Corona,
3,Italia/ Spagna,,,Napoli/ Madrid,,Mercato antiquario,
3,Italia/ Stati Uniti d'America,,,Firenze/ Los Angeles (CA),,Collezione M. Loeser Calnan,
3,Liechtenstein,,,Vaduz,,Collezione Liechtenstein,
3,Malta,,,La Valletta,,Church of Our Lady of Mount Carmel,http://www.wikidata.org/entity/Q86668462
3,Malta,,,La Valletta,,Church of the Jesuits,
3,Malta,,,Mdina,,Museo della Cattedrale,
3,Malta,,,Rabat,,Palazzo Verdala a Boschetto,
3,Messico,,,Città del Messico,,Collezione A.J. Pani,
3,Messico,,,Città del Messico,,Collezione Pani,
3,Norvegia,,,,,Collezione privata,
3,Nuova Zelanda,,,Dunedin,,Dunedin Public Art Gallery,http://www.wikidata.org/entity/Q5314986
3,Paesi Bassi,,,s-Heerenberg,,"Castello Huis Bergh, collezione d'arte",
3,Paesi Bassi,,,Amsterdam,,Collezione E. Proehl,
3,Paesi Bassi,,,Amsterdam,,Collezione privata,
3,Paesi Bassi,,,Amsterdam,,Collezione van Buren,
3,Paesi Bassi,,,Amsterdam,,Collezione van Wyngaerdt,
3,Paesi Bassi,,,L'Aja,,Meermanno Museum,
3,Paesi Bassi,,,Rotterdam,,Collezione Van Beuningen,
3,Polonia,,,Breslavia,,Muzeum Narodowe we Wroclawiu,
3,Polonia,,,Varsavia,,Collezione Zamoyski,
3,Principato di Monaco,,,Monaco,,Asta Christie's,http://www.wikidata.org/entity/Q503176
3,Principato di Monaco,,,Monaco,,Collezione Millo,
3,Principato di Monaco,,,Monaco,,Maison d'Art,
3,Regno Unito,,,,,"Bentley Priory, collezione Abercorn",
3,Regno Unito,,,,,Collezione Ashburton,
3,Regno Unito,,,,,Collezione C. Butler,
3,Regno Unito,,,,,Collezione Duke of Bucchleuch,
3,Regno Unito,,,,,Collezione E. H. Venables,
3,Regno Unito,,,,,Collezione F.E. Sidney,
3,Regno Unito,,,,,Collezione G. Isham,
3,Regno Unito,,,,,Collezione G.H. Dixon,
3,Regno Unito,,,,,Collezione Hope,
3,Regno Unito,,,,,Collezione Humphrey Morice,
3,Regno Unito,,,,,Collezione J.F. Ramsden,
3,Regno Unito,,,,,Collezione Lady Horner,
3,Regno Unito,,,,,Collezione Lady Melchett,
3,Regno Unito,,,,,Collezione Lord Bruce,
3,Regno Unito,,,,,Collezione Lord Chesham,
3,Regno Unito,,,,,Collezione Lord Northwick,
3,Regno Unito,,,,,Collezione Ludlow,
3,Regno Unito,,,,,Collezione Mrs. A.E. Horsfield,
3,Regno Unito,,,,,Collezione Mrs. P. Somervell,
3,Regno Unito,,,,,Collezione Munro of Novar,
3,Regno Unito,,,,,Collezione P. Lely,
3,Regno Unito,,,,,Collezione S. Tempest,
3,Regno Unito,,,,,Collezione barone Watkin Williams-Wynn,
3,Regno Unito,,,,,Collezione conte di Brownlow,
3,Regno Unito,,,,,Collezione conte di Derby,
3,Regno Unito,,,,,Collezione conte di Haddington,
3,Regno Unito,,,,,Collezione conte di Jersey,
3,Regno Unito,,,,,Collezione conte di Radnor,
3,Regno Unito,,,,,Collezione contessa di Halifax,
3,Regno Unito,,,,,Collezione duca di Bedford,
3,Regno Unito,,,,,Collezione duca di Bridgewater,
3,Regno Unito,,,,,Collezione duca di Hamilton e Brandon,
3,Regno Unito,,,,,Collezione re Carlo I d'Inghilterra,
3,Regno Unito,,,,,Collezione visconte Chandos,
3,Regno Unito,,,,,"The National Trust, Iliffe collection, Basildon Park",
3,Regno Unito,,,Arbroath,,"Ethie Castle, collezione conte di Northesk",
3,Regno Unito,,,Ashridge,,Collezione Hume,
3,Regno Unito,,,Brechin,,"Kinnaird Castle, collezione Lord Southesk",
3,Regno Unito,,,Dublino,,National Gallery of Ireland,http://www.wikidata.org/entity/Q2018379
3,Regno Unito,,,Glasgow,,Collezione Sir W. Burrell,
3,Regno Unito,,,Glasgow,,The Burrell Collection,
3,Regno Unito,,,Glasgow,,"University of Glasgow, Hunterian Collection",
3,Regno Unito,,,Londra,,"Apsley House, collezione duca di Wellington",
3,Regno Unito,,,Londra,,Arnot Gallery,
3,Regno Unito,,,Londra,,Collezione A. Buttery,
3,Regno Unito,,,Londra,,Collezione A.L. Snapper,
3,Regno Unito,,,Londra,,Collezione Annesley Gore,
3,Regno Unito,,,Londra,,Collezione Baer,
3,Regno Unito,,,Londra,,Collezione C. Fenwick,
3,Regno Unito,,,Londra,,Collezione C.A. Ionides,
3,Regno Unito,,,Londra,,Collezione D. Dear,
3,Regno Unito,,,Londra,,Collezione Fox-Strangeways,
3,Regno Unito,,,Londra,,Collezione G. Elwes,
3,Regno Unito,,,Londra,,Collezione G. Encil,
3,Regno Unito,,,Londra,,Collezione Gladstone,
3,Regno Unito,,,Londra,,Collezione H. Howorth,
3,Regno Unito,,,Londra,,Collezione H.M. Clark,
3,Regno Unito,,,Londra,,Collezione J.H. Weitzner,
3,Regno Unito,,,Londra,,Collezione J.P. Heseltine,
3,Regno Unito,,,Londra,,Collezione Lady Mary Isabel Peyronnet Browne,
3,Regno Unito,,,Londra,,Collezione M. Oliver,
3,Regno Unito,,,Londra,,Collezione McCrindle,
3,Regno Unito,,,Londra,,Collezione N. Orgel,
3,Regno Unito,,,Londra,,Collezione Northbrook,
3,Regno Unito,,,Londra,,Collezione R. Wright Watson,
3,Regno Unito,,,Londra,,Collezione Shapiro,
3,Regno Unito,,,Londra,,Collezione Sir A. Korda,
3,Regno Unito,,,Londra,,Collezione Sir K. Clark,
3,Regno Unito,,,Londra,,Collezione W. Mostyn Owen,
3,Regno Unito,,,Londra,,Collezione W.E. Agar,
3,Regno Unito,,,Londra,,Collezione W.Y. Ottley,
3,Regno Unito,,,Londra,,Collezione Weingraf,
3,Regno Unito,,,Londra,,Collezione Weitzner,
3,Regno Unito,,,Londra,,Collezione Woodburn,
3,Regno Unito,,,Londra,,Collezione visconte Jules de Peyronnet,
3,Regno Unito,,,Londra,,Duits,
3,Regno Unito,,,Londra,,Grosvenor House,
3,Regno Unito,,,Londra,,"Hazlitt, Gooden & Fox",
3,Regno Unito,,,Londra,,Kenwood House,
3,Regno Unito,,,Londra,,"Kenwood House, collezione Earl of Iveagh",
3,Regno Unito,,,Londra,,Lindsay Fine Art,
3,Regno Unito,,,Londra,,M. Koester,
3,Regno Unito,,,Londra,,Old Masters Galleries,
3,Regno Unito,,,Londra,,R. Herner,
3,Regno Unito,,,Londra,,R. Thesiger,
3,Regno Unito,,,Londra,,Royal Collection,http://www.wikidata.org/entity/Q1459037
3,Regno Unito,,,Londra,,Spalding Ltd.,
3,Regno Unito,,,Londra,,Whitechapel Art Gallery,
3,Regno Unito,,,Londra,Richmond,Collezione Lord Lee of Fareham,
3,Regno Unito,,,Londra,Richmond,"Doughty House, collezione Cook",
3,Regno Unito,,,Manchester,,Manchester Art Gallery,http://www.wikidata.org/entity/Q2638817
3,Regno Unito,Derbyshire,,Derby,,"Locko Park, collezione W. Drury-Lowe",
3,Regno Unito,Hampshire,,Romsey,,"Melchet Court, collezione Lady Melchet",
3,Regno Unito,Herefordshire,,Ledbury,,"Eastnor Castle, collezione Mrs. Hervey-Bathurst",
3,Regno Unito,Hertfordshire,,Welwyn,,"Tewin Water House, collezione Sir O. Beit",
3,Regno Unito,Kent,,Cobham,,Collezione Earl of Darnley,
3,Regno Unito,Kent,,Horsmonden,,"Capel Manor, Collezione J.F. Austen",
3,Regno Unito,Lancashire,,Clitheroe,,Stonyhurst College,
3,Regno Unito,Leicestershire,,Leicester,,New Walk Museum and Art Gallery,
3,Regno Unito,North Wales,,Bodnant,,Collezione Lord Aberconway,
3,Regno Unito,North Yorkshire,,Hovingham,,"Hovingham Hall, collezione M. Worsley",
3,Regno Unito,Oxfordshire,,Faringdon,,"Buscot Park, The Faringdon Collection",
3,Regno Unito,Scozia,,,,Collezione Earl of Wemyss and March,
3,Regno Unito,Scozia,,,,Collezione privata,
3,Regno Unito,Shropshire,,,,"Badger Hall, collezione E. Cheney",
3,Regno Unito,Shropshire,,Condover,,"Condover Hall, collezione R. Cholmondeley",
3,Regno Unito,Somerset,,Bridgwater,Quantock Lodge,Collezione H. Labouchere,
3,Regno Unito,Staffordshire,,Hoar Cross,,Church of the Holy Angels,
3,Regno Unito,Surrey,,,,"Doughty House, collezione Cook",
3,Regno Unito,Surrey Hills,,Dorking,,Polesden Lacey,
3,Regno Unito,Sussex,,,,"Glynde Place, collezione Viscount Hampden",
3,Regno Unito,Sussex,,,,"Goodwood House, collezione duca di Richmond",
3,Regno Unito,Sussex,,Battle,,"Ashburnham Place, collezione Ashburnham",
3,Regno Unito,Sussex,,Lewes,,"Firle Place, collezione Cowper Lady Desborough Gage",
3,Regno Unito,Wiltshire,,,,"Charlton Park, Lord Suffolk",
3,Regno Unito,Wiltshire,,,,"Fonthill Abbey, collezione W.T. Beckford",
3,Regno Unito,Yorkshire,,,,"Castle Howard, collezione conte di Carlisle",
3,Regno Unito/ Italia,,,Londra/ Firenze,,R. Langton Douglas and H. Horne,
3,Regno Unito/ Italia,,,Nynehead/ Firenze,,Rev. J. Sanford,
3,Regno Unito/ Stati Uniti d'America/ Francia,,,Londra/ New York (NY)/ Parigi,,Koetser,
3,Romania,,,Sibiu,,Muzeul National Brukenthal,
3,Russia,,,San Pietroburgo,,Collezione Gagarin,
3,Russia,,,San Pietroburgo,,Collezione Stroganoff,
3,Russia,,,San Pietroburgo,,Gosudarstvennyj Eremitage (State Hermitage Museum),
3,Russia,,,San Pietroburgo,,Musej Akademii Chudozestv (Museum of the Academy of Art),
3,Slovacchia,,,Dioszeg,,Collezione barone Kuffner de Dioszegh,
3,Slovenia,,,Brezice,,Posavki Musej,
