photographer,institute,wikidata,rev,discuss,possible umbrella term,separate entity,scope note (separate entity),scope note (umbrella term),Note,entity type,uncertainty,collaboration,,,,Quick stats,,,,,
National Audobon Society,frick,http://www.wikidata.org/entity/Q1646000,,,,National Audubon Society,,,,institution,,,,,,,,,,,
National Audubon Society,frick,http://www.wikidata.org/entity/Q1646000,,,,National Audubon Society,,,,institution,,,,,,,,,,,
"National Audubon Society, New York",frick,http://www.wikidata.org/entity/Q1646000,,,,National Audubon Society,,,,institution,,,,,,,,,,,
"National Audubon Society, New York photograph",frick,http://www.wikidata.org/entity/Q1646000,,,,National Audubon Society,,,,institution,,,,,,,,,,,
National Buildings Record,frick,http://www.wikidata.org/entity/Q133079648,,,,National Buildings Record,,,,institution,,,,,,,,,,,
National Collection of Fine Arts,frick,http://www.wikidata.org/entity/Q1192305,,,,Smithsonian American Art Museum,,,,institution,,,,,,,,,,,
National Committee for Art Appreciation,frick,none,,,,National Committee for Art Appreciation,,,,institution,,,,,,,,,,,
National Committee For Art Appreciation,frick,none,,,,National Committee for Art Appreciation,,,,institution,,,,,,,,,,,
National Galleries of Scotland,frick,http://www.wikidata.org/entity/Q2051997,,,,National Galleries Scotland,,,,institution,,,,,,,,,,,
National Galleries of Scotland photograph,frick,http://www.wikidata.org/entity/Q2051997,,,,National Galleries Scotland,,,,institution,,,,,,,,,,,
"National Galleries of Scotland, Edinburgh",frick,http://www.wikidata.org/entity/Q2051997,,,,National Galleries Scotland,,,,institution,,,,,,,,,,,
National Gallerry,frick,http://www.wikidata.org/entity/Q180788,,,,National Gallery ,,,,institution,,,,,,,,,,,
National Gallery (L. Douglas purchase),frick,http://www.wikidata.org/entity/Q180788,,,,National Gallery ,,,,institution,,,,,,,,,,,
National Gallery Color Card,frick,http://www.wikidata.org/entity/Q180788,,,,National Gallery ,,,,institution,,,,,,,,,,,
National Gallery color plate,frick,http://www.wikidata.org/entity/Q180788,,,,National Gallery ,,,,institution,,,,,,,,,,,
National Gallery of Canada,frick,http://www.wikidata.org/entity/Q1068063,,,,National Gallery of Canada,,,,institution,,,,,,,,,,,
National Gallery of Canada Ottawa,frick,http://www.wikidata.org/entity/Q1068063,,,,National Gallery of Canada,,,,institution,,,,,,,,,,,
"National Gallery of Canada, Ottawa",frick,http://www.wikidata.org/entity/Q1068063,,,,National Gallery of Canada,,,,institution,,,,,,,,,,,
"National Gallery of Canada, Ottawa, photograph",frick,http://www.wikidata.org/entity/Q1068063,,,,National Gallery of Canada,,,,institution,,,,,,,,,,,
"National Gallery of Canada, Ottowa photograph",frick,http://www.wikidata.org/entity/Q1068063,,,,National Gallery of Canada,,,,institution,,,,,,,,,,,
National Gallery of Ireland,frick,http://www.wikidata.org/entity/Q2018379,,,,National Gallery of Ireland,,,,institution,,,,,,,,,,,
"National Gallery of Ireland, Dublin",frick,http://www.wikidata.org/entity/Q2018379,,,,National Gallery of Ireland,,,,institution,,,,,,,,,,,
"National Gallery of Ireland, Dublin photograph",frick,http://www.wikidata.org/entity/Q2018379,,,,National Gallery of Ireland,,,,institution,,,,,,,,,,,
"National Gallery of Ireland, National Gallery of Ireland",frick,http://www.wikidata.org/entity/Q2018379,,,,National Gallery of Ireland,,,,institution,,,,,,,,,,,
National Gallery of Scotland,frick,http://www.wikidata.org/entity/Q2051997,,,,National Galleries Scotland,,,,institution,,,,,,,,,,,
"National Gallery of Scotland, Edinburgh",frick,http://www.wikidata.org/entity/Q2051997,,,,National Galleries Scotland,,,,institution,,,,,,,,,,,
"National Gallery of Scotland, Edinburgh digital print",frick,http://www.wikidata.org/entity/Q2051997,,,,National Galleries Scotland,,,,institution,,,,,,,,,,,
"National Gallery of Scotland, Edinburgh photograph",frick,http://www.wikidata.org/entity/Q2051997,,,,National Galleries Scotland,,,,institution,,,,,,,,,,,
National Gallery of South Australia,frick,http://www.wikidata.org/entity/Q705557,,,,Art Gallery of South Australia,,,,institution,,,,,,,,,,,
"National Gallery of South Australia, Adelaide",frick,http://www.wikidata.org/entity/Q705557,,,,Art Gallery of South Australia,,,,institution,,,,,,,,,,,
"National Gallery of South Australia, Adelaide, Australia",frick,http://www.wikidata.org/entity/Q705557,,,,Art Gallery of South Australia,,,,institution,,,,,,,,,,,
National Gallery of Victoria,frick,http://www.wikidata.org/entity/Q1464509,,,,National Gallery of Victoria,,,,institution,,,,,,,,,,,
"National Gallery of Victoria, Melbourne",frick,http://www.wikidata.org/entity/Q1464509,,,,National Gallery of Victoria,,,,institution,,,,,,,,,,,
"National Gallery of victoria, Melbourne",frick,http://www.wikidata.org/entity/Q1464509,,,,National Gallery of Victoria,,,,institution,,,,,,,,,,,
"National Gallery of Victoria, Melbourne, Australia",frick,http://www.wikidata.org/entity/Q1464509,,,,National Gallery of Victoria,,,,institution,,,,,,,,,,,
"National Gallery of Victoris, Melbourne",frick,http://www.wikidata.org/entity/Q1464509,,,,National Gallery of Victoria,,,,institution,,,,,,,,,,,
"National Gallery, Dublin",frick,http://www.wikidata.org/entity/Q2018379,,,,National Gallery of Ireland,,,,institution,,,,,,,,,,,
"National Gallery, Ireland",frick,http://www.wikidata.org/entity/Q2018379,,,,National Gallery of Ireland,,,,institution,,,,,,,,,,,
"National Gallery, Prague",frick,http://www.wikidata.org/entity/Q1419555,,,,National Gallery Prague,,,,institution,,,,,,,,,,,
"National Gallery, Victoria, Melbourne",frick,http://www.wikidata.org/entity/Q1464509,,,,National Gallery of Victoria,,,,institution,,,,,,,,,,,
National Galllery of Art photograph,frick,http://www.wikidata.org/entity/Q214867,,,,National Gallery of Art,,,,institution,,,,,,,,,,,
"National Galllery, London photograph",frick,http://www.wikidata.org/entity/Q180788,,,,National Gallery ,,,,institution,,,,,,,,,,,
National Georgraphic Magazine,frick,http://www.wikidata.org/entity/Q5973845,,,,National Geographic,,,,newspaper,,,,,,,,,,,
National Maritime Museum,frick,http://www.wikidata.org/entity/Q1199924,,,,National Maritime Museum,,,,institution,,,,,,,,,,,
"National Maritime Museum (Great Britain), Greenwich, London",frick,http://www.wikidata.org/entity/Q1199924,,,,National Maritime Museum,,,,institution,,,,,,,,,,,
"National Maritime Museum, Greenwich",frick,http://www.wikidata.org/entity/Q1199924,,,,National Maritime Museum,,,,institution,,,,,,,,,,,
"National Maritime Museum, Greenwich photograph",frick,http://www.wikidata.org/entity/Q1199924,,,,National Maritime Museum,,,,institution,,,,,,,,,,,
"National Maritime Museum, Greenwich, England",frick,http://www.wikidata.org/entity/Q1199924,,,,National Maritime Museum,,,,institution,,,,,,,,,,,
"National Maritime Museum, London",frick,http://www.wikidata.org/entity/Q1199924,,,,National Maritime Museum,,,,institution,,,,,,,,,,,
"National Museum (Independence Hall), Philadelphia",frick,http://www.wikidata.org/entity/Q17061756,,,,National Liberty Museum,,,,institution,,,,,,,,,,,
"National Museum of American Art (U.S.), Washington",frick,http://www.wikidata.org/entity/Q1192305,,,,Smithsonian American Art Museum,,,,institution,,,,,,,,,,,
"National Museum of American Art, Washington photograph",frick,http://www.wikidata.org/entity/Q1192305,,,,Smithsonian American Art Museum,,,,institution,,,,,,,,,,,
National Museum of Wales,frick,http://www.wikidata.org/entity/Q1321874,,,,National Museum Cardiff,,,,institution,,,,,,,,,,,
"National Museum of Wales, Cardiff",frick,http://www.wikidata.org/entity/Q1321874,,,,National Museum Cardiff,,,,institution,,,,,,,,,,,
"National Museum of Wales, Cardiff, Wales",frick,http://www.wikidata.org/entity/Q1321874,,,,National Museum Cardiff,,,,institution,,,,,,,,,,,
"National Museum of Wales, Cardiff,Wales",frick,http://www.wikidata.org/entity/Q1321874,,,,National Museum Cardiff,,,,institution,,,,,,,,,,,
"National Museum of Women in the Arts, Washington",frick,http://www.wikidata.org/entity/Q861608,,,,National Museum of Women in the Arts,,,,institution,,,,,,,,,,,
"National Museum, Cardiff, Wales",frick,http://www.wikidata.org/entity/Q1321874,,,,National Museum Cardiff,,,,institution,,,,,,,,,,,
"National Museum, Philadelphia",frick,http://www.wikidata.org/entity/Q17061756,,,,National Liberty Museum,,,,institution,,,,,,,,,,,
"National Museum, Philadelphia photograph",frick,http://www.wikidata.org/entity/Q17061756,,,,National Liberty Museum,,,,institution,,,,,,,,,,,
"National Museum, Philadelphia, photograph",frick,http://www.wikidata.org/entity/Q17061756,,,,National Liberty Museum,,,,institution,,,,,,,,,,,
"National Museum, Stockholm",frick,http://www.wikidata.org/entity/Q842858,,,,Nationalmuseum,,,,institution,,,,,,,,,,,
National Park Service Photo,frick,http://www.wikidata.org/entity/Q308439,,,,National Park Service,,,,institution,,,,,,,,,,,
National Park Service photograph,frick,http://www.wikidata.org/entity/Q308439,,,,National Park Service,,,,institution,,,,,,,,,,,
"National Portarit Gallery, London",frick,http://www.wikidata.org/entity/Q238587,,,,National Portrait Gallery,,,,institution,,,,,,,,,,,
National Portrait Exhibition,frick,http://www.wikidata.org/entity/Q4070469,,,,Arundel Society,,,,institution,,,,,,,,,,,
National Portrait Gallery,frick,http://www.wikidata.org/entity/Q238587,,,,National Portrait Gallery,,,,institution,,,,,,,,,,,
"National Portrait Gallery , London",frick,http://www.wikidata.org/entity/Q238587,,,,National Portrait Gallery,,,,institution,,,,,,,,,,,
National Portrait Gallery photograph,frick,http://www.wikidata.org/entity/Q238587,,,,National Portrait Gallery,,,,institution,,,,,,,,,,,
National Portrait Gallery photographer,frick,http://www.wikidata.org/entity/Q238587,,,,National Portrait Gallery,,,,institution,,,,,,,,,,,
"National Portrait Gallery, Edinburgh",frick,http://www.wikidata.org/entity/Q238587,,,,National Portrait Gallery,,,,institution,,,,,,,,,,,
"National portrait Gallery, London",frick,http://www.wikidata.org/entity/Q238587,,,,National Portrait Gallery,,,,institution,,,,,,,,,,,
"National Portrait Gallery, London, n.d",frick,http://www.wikidata.org/entity/Q238587,,,,National Portrait Gallery,,,,institution,,,,,,,,,,,
"National Portrait Gallery,London",frick,http://www.wikidata.org/entity/Q238587,,,,National Portrait Gallery,,,,institution,,,,,,,,,,,
"National Portrait. Gallery, London",frick,http://www.wikidata.org/entity/Q238587,,,,National Portrait Gallery,,,,institution,,,,,,,,,,,
National Society of Colonial Dames in the State of Ohio photograph,frick,http://www.wikidata.org/entity/Q7753216,,,,National Society of the Colonial Dames of America,,,,institution,,,,,,,,,,,
"National Society of Colonial Dames, photographer",frick,http://www.wikidata.org/entity/Q7753216,,,,National Society of the Colonial Dames of America,,,,institution,,,,,,,,,,,
National Society of The Colonial Dames of America in the State of Florida photograph,frick,http://www.wikidata.org/entity/Q7753216,,,,National Society of the Colonial Dames of America,,,,institution,,,,,,,,,,,
National Trust,frick,http://www.wikidata.org/entity/Q333515,,,,National Trust,,,,institution,,,,,,,,,,,
"National Trust, London",frick,http://www.wikidata.org/entity/Q333515,,,,National Trust,,,,institution,,,,,,,,,,,
"National Trust, London, photograph",frick,http://www.wikidata.org/entity/Q333515,,,,National Trust,,,,institution,,,,,,,,,,,
"Nationalmseum, Stockholm",frick,http://www.wikidata.org/entity/Q842858,,,,Nationalmuseum,,,,institution,,,,,,,,,,,
"Nationalmusei, Stockholm photograph",frick,http://www.wikidata.org/entity/Q842858,,,,Nationalmuseum,,,,institution,,,,,,,,,,,
Nationalmuseum,frick,http://www.wikidata.org/entity/Q842858,,,,Nationalmuseum,,,,institution,,,,,,,,,,,
Nationalmuseum photograph,frick,http://www.wikidata.org/entity/Q842858,,,,Nationalmuseum,,,,institution,,,,,,,,,,,
"Nationalmuseum photograph, Stockholm",frick,http://www.wikidata.org/entity/Q842858,,,,Nationalmuseum,,,,institution,,,,,,,,,,,
Nationalmuseum Stockholm,frick,http://www.wikidata.org/entity/Q842858,,,,Nationalmuseum,,,,institution,,,,,,,,,,,
Nationalmuseum Stockholm photograph,frick,http://www.wikidata.org/entity/Q842858,,,,Nationalmuseum,,,,institution,,,,,,,,,,,
"Nationalmuseum, Stockholm",frick,http://www.wikidata.org/entity/Q842858,,,,Nationalmuseum,,,,institution,,,,,,,,,,,
"Nationalmuseum, stockholm",frick,http://www.wikidata.org/entity/Q842858,,,,Nationalmuseum,,,,institution,,,,,,,,,,,
"Nationalmuseum, Stockholm, photograph",frick,http://www.wikidata.org/entity/Q842858,,,,Nationalmuseum,,,,institution,,,,,,,,,,,
"Nationalmuseum,Stockholm",frick,http://www.wikidata.org/entity/Q842858,,,,Nationalmuseum,,,,institution,,,,,,,,,,,
"Nationl Gallery of Victoria, Melbourne",frick,http://www.wikidata.org/entity/Q1464509,,,,National Gallery of Victoria,,,,institution,,,,,,,,,,,
Nativity,frick,,,,,,,,,,,,,,,,,,,,
"Natlonal Gallery of Ireland, Dublin",frick,http://www.wikidata.org/entity/Q2018379,,,,National Gallery of Ireland,,,,institution,,,,,,,,,,,
Naya,frick,http://www.wikidata.org/entity/Q449754,TRUE,TRUE,Naya,"Naya, Carlo (firm)",,,WIkidata has entry for person not the atelier,atelier,,,,,,,,,,,
Naÿa,frick,http://www.wikidata.org/entity/Q449754,TRUE,TRUE,Naya,"Naya, Carlo (firm)",,,WIkidata has entry for person not the atelier,atelier,,,,,,,,,,,
"Naya, Venice",frick,http://www.wikidata.org/entity/Q449754,TRUE,TRUE,Naya,"Naya, Carlo (firm)",,,WIkidata has entry for person not the atelier,atelier,,,,,,,,,,,
"Negatief Rihksbureau, The Hague",frick,http://www.wikidata.org/entity/Q758610,FALSE,,,Rijksbureau voor Kunsthistorische Documentatie,,,,,,,,,,,,,,,
"Negatief Riiksbureau, The Hague",frick,http://www.wikidata.org/entity/Q758610,FALSE,,,Rijksbureau voor Kunsthistorische Documentatie,,,,,,,,,,,,,,,
"negative by Edward J. Moore, Boston",frick,none,TRUE,,,"Moore, E.J. ",,,,person,,,,,,,,,,,
negative courtesy of de Sherbin,frick,,,,anonymous,,,,,,,,,,,,,,,,
negative courtesy of Michael de Sherbinin (dealer) (died 1941),frick,,,,anonymous,,,,,,,,,,,,,,,,
negative courtesy of the Hispanic Society of America,frick,http://www.wikidata.org/entity/Q2420849,FALSE,,,"Hispanic Society of America, New York",,,,institution,,,,,,,,,,,
"Negative Department of the Government, The Hague, Netherlands",frick,http://www.wikidata.org/entity/Q758610,FALSE,,,Rijksbureau voor Kunsthistorische Documentatie,,,,,,,,,,,,,,,
Negative gift of Harold Sterner,frick,,,,anonymous,,,,,,,,,,,,,,,,
negative gift of Michael de Sherbinin,frick,,,,anonymous,,,,,,,,,,,,,,,,
"negative gift of Mr. H.S. Greims, New York",frick,,,,anonymous,,,,,,,,,,,,,,,,
"negative given by Mr. H.S. Greims, New York",frick,,,,anonymous,,,,,,,,,,,,,,,,
"negative given by Mr. H.S. Greims, New York City",frick,,,,anonymous,,,,,,,,,,,,,,,,
"negative made at Lancaster Exhibition, 1912 and purchased by Frick Library, 1934",frick,,,,anonymous,,,,,,,,,,,,,,,,
"negative made at Lancaster Exhibition, 1912 purcahsed by Frick Library, 1934",frick,,,,anonymous,,,,,,,,,,,,,,,,
"negative made at Lancaster Exhibition, 1912 purchased by FARL, 1934 from Lancaster Historical Society",frick,,,,anonymous,,,,,,,,,,,,,,,,
"negative made at Lancaster Exhibition, 1912 purchased by Frick Library, 1934",frick,,,,anonymous,,,,,,,,,,,,,,,,
"Negative made at Lancaster exhibition, 1912, purchased by FARL in 1934",frick,,,,anonymous,,,,,,,,,,,,,,,,
"negative made at Lancaster Exhibition, 1912, purchased by FARL, 1934",frick,,,,anonymous,,,,,,,,,,,,,,,,
negative presented by Hispanic Society of America,frick,http://www.wikidata.org/entity/Q2420849,FALSE,,,"Hispanic Society of America, New York",,,,institution,,,,,,,,,,,
negative presented by Mr. H.S. Greims,frick,,,,anonymous,,,,,,,,,,,,,,,,
negative presented by Mr. H.S. Greims before 1930,frick,,,,anonymous,,,,,,,,,,,,,,,,
negative presented by the Hispanic Society of America,frick,http://www.wikidata.org/entity/Q2420849,FALSE,,,"Hispanic Society of America, New York",,,,institution,,,,,,,,,,,
"negative purchased from Samuel H. Kingsbury, Portsmouth, New Hampshire",frick,none,FALSE,,,"Kingsbury, Samuel H. ",,,,person,,,,,,,,,,,
"negative stored at National Gallery or National Portrait Gallery, London",frick,http://www.wikidata.org/entity/Q104845454,TRUE,,,A. C. Cooper,,,,atelier,,,,,,,,,,,
Negri Cremona,frick,none,,,,Negri,,,,atelier,,,,,,,,,,,
"Negri, Cremona",frick,none,,,,Negri,,,,atelier,,,,,,,,,,,
"Neil Koppes, Scottsdale, Arizona, photographer",frick,none,,,,"Koppes, Neil ",,,,person,,,,,,,,,,,
Nelson Gallery of Art photograph,frick,http://www.wikidata.org/entity/Q1976985,,,,Nelson-Atkins Museum of Art,,,,institution,,,,,,,,,,,
"Nelson-Atkins Museum of Art, Kansas City",frick,http://www.wikidata.org/entity/Q1976985,,,,Nelson-Atkins Museum of Art,,,,institution,,,,,,,,,,,
"Nelson-Atkins Museum of Fine Arts, Kansas City photograph",frick,http://www.wikidata.org/entity/Q1976985,,,,Nelson-Atkins Museum of Art,,,,institution,,,,,,,,,,,
Netherlands Art Institute,frick,http://www.wikidata.org/entity/Q758610,FALSE,,,Rijksbureau voor Kunsthistorische Documentatie,,,,,,,,,,,,,,,
"Netherlands Information Bureau, Made by A. Boutrelle, New York",frick,http://www.wikidata.org/entity/Q42315351,,,,"Boutrelle, Adrien E. ",,,,person,,,,,,,,,,,
"Neudein, Paris",frick,http://www.wikidata.org/entity/Q32933803,TRUE,,Neurdein,"Neurdein, Frères",,,,atelier,,,,,,,,,,,
"Neuerdein, Paris",frick,http://www.wikidata.org/entity/Q32933803,TRUE,,Neurdein,"Neurdein, Frères",,,,atelier,,,,,,,,,,,
Neumann,frick,none,,,,Neumann,,,,person,,,,,,,,,,,
"Neumann, Lima",frick,none,,,,Neumann,,,,person,,,,,,,,,,,
"Neumann, Peru",frick,none,,,,Neumann,,,,person,,,,,,,,,,,
Neurdein,frick,http://www.wikidata.org/entity/Q32933803,TRUE,,Neurdein,"Neurdein, Frères",,,,atelier,,,,,,,,,,,
"Neurdein, Paris",frick,http://www.wikidata.org/entity/Q32933803,TRUE,,Neurdein,"Neurdein, Frères",,,,atelier,,,,,,,,,,,
New Bedford Whaling Museum photograph,frick,http://www.wikidata.org/entity/Q7005471,,,,New Bedford Whaling Museum,,,,institution,,,,,,,,,,,
"New Bedford Whaling Museum, New Bedford photograph",frick,http://www.wikidata.org/entity/Q7005471,,,,New Bedford Whaling Museum,,,,institution,,,,,,,,,,,
New Gallery Exhibition of Early Italian Art,frick,none,,,anonymous,,,,,,,,,,,,,,,,
"New Hampshire Historical Society, Concord photograph",frick,http://www.wikidata.org/entity/Q7008164,,,,New Hampshire Historical Society,,,,institution,,,,,,,,,,,
"New Hampshire Historical Society, Concord, photograph",frick,http://www.wikidata.org/entity/Q7008164,,,,New Hampshire Historical Society,,,,institution,,,,,,,,,,,
"New Haven Colony Historical Society, New Haven photograph",frick,http://www.wikidata.org/entity/Q72081271,,,,New Haven Colony Historical Society,,,,institution,,,,,,,,,,,
"New Haven Colony Historical Society, New Haven, photograph",frick,http://www.wikidata.org/entity/Q72081271,,,,New Haven Colony Historical Society,,,,institution,,,,,,,,,,,
new Museum,frick,http://www.wikidata.org/entity/Q260913,,,,Centraal Museum,,,,institution,,,,,,,,,,,
New Orleans Museum of Art,frick,http://www.wikidata.org/entity/Q2063082,,,,New Orleans Museum of Art,,,,institution,,,,,,,,,,,
"New Orleans Museum of Art, New Orleans",frick,http://www.wikidata.org/entity/Q2063082,,,,New Orleans Museum of Art,,,,institution,,,,,,,,,,,
"New Orleans Museum of Art, New Orleans photograph",frick,http://www.wikidata.org/entity/Q2063082,,,,New Orleans Museum of Art,,,,institution,,,,,,,,,,,
"New Orleans Museum of Art, New Orleans, photograph",frick,http://www.wikidata.org/entity/Q2063082,,,,New Orleans Museum of Art,,,,institution,,,,,,,,,,,
"New York Genealogical and Biographical Society, New York, photograph",frick,http://www.wikidata.org/entity/Q7013561,,,,New York Genealogical and Biographical Society,,,,institution,,,,,,,,,,,
"New York Graphic Society, Greenwich, Connecticut",frick,http://www.wikidata.org/entity/Q130404792,,,,New York Graphic Society,,,,institution,,,,,,,,,,,
"New York Graphic Society, Inc. photograph",frick,http://www.wikidata.org/entity/Q130404792,,,,New York Graphic Society,,,,institution,,,,,,,,,,,
"New York Herald Tribune (May 28, 1933): 5",frick,http://www.wikidata.org/entity/Q532494,,,,New York Herald Tribune,,,,newspaper,,,,,,,,,,,
"New York Historical Association, Cooperstown photograph",frick,http://www.wikidata.org/entity/Q17065287,,,,New York State Historical Association,,,,institution,,,,,,,,,,,
New York Historical Soceity photograph,frick,http://www.wikidata.org/entity/Q1059456,,,,New York Historical,,,,institution,,,,,,,,,,,
"New York Historical Soceity, New York photograph",frick,http://www.wikidata.org/entity/Q1059456,,,,New York Historical,,,,institution,,,,,,,,,,,
New York Historical Society (Peter A. Juley),frick,http://www.wikidata.org/entity/Q116732102,TRUE,,Juley,Peter A. Juley & Son,,,,atelier,,,,,,,,,,,
New York Historical Society photograph,frick,http://www.wikidata.org/entity/Q1059456,,,,New York Historical,,,,institution,,,,,,,,,,,
"New York Historical Society, New York",frick,http://www.wikidata.org/entity/Q1059456,,,,New York Historical,,,,institution,,,,,,,,,,,
"New York Historical Society, New York photograph",frick,http://www.wikidata.org/entity/Q1059456,,,,New York Historical,,,,institution,,,,,,,,,,,
"New York Hospital, New York photograph",frick,none,,,,New York Hospital,,,,institution,,,,,,,,,,,
New York Public Library,frick,http://www.wikidata.org/entity/Q219555,,,,New York Public Library,,,,institution,,,,,,,,,,,
New York Public Library photograph,frick,http://www.wikidata.org/entity/Q219555,,,,New York Public Library,,,,institution,,,,,,,,,,,
"New York Public Library, New York, photograph",frick,http://www.wikidata.org/entity/Q219555,,,,New York Public Library,,,,institution,,,,,,,,,,,
"New York Society Library, New York photograph",frick,http://www.wikidata.org/entity/Q219555,,,,New York Public Library,,,,institution,,,,,,,,,,,
New York State Historical Association,frick,http://www.wikidata.org/entity/Q17065287,,,,New York State Historical Association,,,,institution,,,,,,,,,,,
New York State Historical Association photograph,frick,http://www.wikidata.org/entity/Q17065287,,,,New York State Historical Association,,,,institution,,,,,,,,,,,
"New York State Historical Association, Cooperstown",frick,http://www.wikidata.org/entity/Q17065287,,,,New York State Historical Association,,,,institution,,,,,,,,,,,
"New York State Historical Association, Cooperstown, New York",frick,http://www.wikidata.org/entity/Q17065287,,,,New York State Historical Association,,,,institution,,,,,,,,,,,
"New York State Historical Society, Cooperstown",frick,http://www.wikidata.org/entity/Q17065287,,,,New York State Historical Association,,,,institution,,,,,,,,,,,
New York State Library photograph,frick,http://www.wikidata.org/entity/Q7014140,,,,New York State Library,,,,institution,,,,,,,,,,,
New York Times Book Review Section,frick,http://www.wikidata.org/entity/Q2413088,,,,New York Times Book Review,,,,newspaper,,,,,,,,,,,
"New York, Kennedy Galleries. American Drawings, Pastels, and Watercolors [exh.]. April 16 - May 6, 1968, p.50 (56)",frick,,,,anonymous,,,,,,,,,,,,,,,,
"New-York HIstorial Society, New York, photograph",frick,http://www.wikidata.org/entity/Q1059456,,,,New York Historical,,,,institution,,,,,,,,,,,
"New-York Historical Soceity, New York photograph",frick,http://www.wikidata.org/entity/Q1059456,,,,New York Historical,,,,institution,,,,,,,,,,,
New-York Historical Society,frick,http://www.wikidata.org/entity/Q1059456,,,,New York Historical,,,,institution,,,,,,,,,,,
New-York Historical Society photograph,frick,http://www.wikidata.org/entity/Q1059456,,,,New York Historical,,,,institution,,,,,,,,,,,
New-York HIstorical Society photograph,frick,http://www.wikidata.org/entity/Q1059456,,,,New York Historical,,,,institution,,,,,,,,,,,
"New-York Historical Society, New York, photograph",frick,http://www.wikidata.org/entity/Q1059456,,,,New York Historical,,,,institution,,,,,,,,,,,
"New-York HIstorical Soctiey, New York photograph",frick,http://www.wikidata.org/entity/Q1059456,,,,New York Historical,,,,institution,,,,,,,,,,,
"Newark Galleries, Newark",frick,,,,anonymous,,,,,,,,,,,,,,,,
Newark Museum,frick,http://www.wikidata.org/entity/Q4328346,,,,Newark Museum of Art,,,,institution,,,,,,,,,,,
Newark Museum of Art photograph,frick,http://www.wikidata.org/entity/Q4328346,,,,Newark Museum of Art,,,,institution,,,,,,,,,,,
"Newark Museum of Art, Newark photograph",frick,http://www.wikidata.org/entity/Q4328346,,,,Newark Museum of Art,,,,institution,,,,,,,,,,,
Newark Museum photograph,frick,http://www.wikidata.org/entity/Q4328346,,,,Newark Museum of Art,,,,institution,,,,,,,,,,,
"Newark Museum, Newark",frick,http://www.wikidata.org/entity/Q4328346,,,,Newark Museum of Art,,,,institution,,,,,,,,,,,
"Newark Museum, Newark, N.J",frick,http://www.wikidata.org/entity/Q4328346,,,,Newark Museum of Art,,,,institution,,,,,,,,,,,
"Newark Museum, Newark, New Jersey",frick,http://www.wikidata.org/entity/Q4328346,,,,Newark Museum of Art,,,,institution,,,,,,,,,,,
"Newark Museum, Newark, New Jersey, photograph",frick,http://www.wikidata.org/entity/Q4328346,,,,Newark Museum of Art,,,,institution,,,,,,,,,,,
"Newark Museum, Newark, photograph",frick,http://www.wikidata.org/entity/Q4328346,,,,Newark Museum of Art,,,,institution,,,,,,,,,,,
Newbery,frick,http://www.wikidata.org/entity/Q106650664,,,,"Newbery, Sydney W. ",,,,person,,,,,,,,,,,
Newes Art Library (Sir Thomas Lawrence),frick,none,,,,Newnes' Art Library,,,,newspaper,,,,,,,,,,,
Newhouse Galleries,frick,,,,anonymous,,,,,,,,,,,,,,,,
Newhouse Galleries photograph,frick,,,,anonymous,,,,,,,,,,,,,,,,
"Newhouse Galleries photograph, New York",frick,,,,anonymous,,,,,,,,,,,,,,,,
Newhouse Galleries photographs,frick,,,,anonymous,,,,,,,,,,,,,,,,
"Newhouse Galleries, Inc., New York",frick,,,,anonymous,,,,,,,,,,,,,,,,
"Newhouse Galleries, New York",frick,,,,anonymous,,,,,,,,,,,,,,,,
"Newhouse Galleries, New York photograph",frick,,,,anonymous,,,,,,,,,,,,,,,,
"Newhouse Galleries, New York, photograph",frick,,,,anonymous,,,,,,,,,,,,,,,,
"Newhouse Galleries, New York, photograph, dated September 1, 1936",frick,,,,anonymous,,,,,,,,,,,,,,,,
"Newhouse Galleries, New York, photographer",frick,,,,anonymous,,,,,,,,,,,,,,,,
Newhouse Gallery photograph,frick,,,,anonymous,,,,,,,,,,,,,,,,
Newnes Art Library (Sir T. Lawrence),frick,none,,,,Newnes' Art Library,,,,newspaper,,,,,,,,,,,
Newnes Art Library (Sir Thomas Lawrence),frick,none,,,,Newnes' Art Library,,,,newspaper,,,,,,,,,,,
"Newport Art Association, Newport photograph",frick,http://www.wikidata.org/entity/Q7018775,,,,Newport Art Museum,,,,institution,,,,,,,,,,,
Nicolle,frick,none,,,,Nicolle,,,,person,,,,,,,,,,,
Nicolle (Archives des Beaux-Arts),frick,none,,,,Nicolle,,,,person,,,,,,,,,,,
"Nicolle, (Museum, Nantes)",frick,none,,,,Nicolle,,,,person,,,,,,,,,,,
"Nicolle, Archives des Beaux-Arts",frick,none,,,,Nicolle,,,,person,,,,,,,,,,,
"Nicolle, Archives Photographiques des Beaux-Arts, Paris",frick,none,,,,Nicolle,,,,person,,,,,,,,,,,
"Nicolle, Nantes",frick,none,,,,Nicolle,,,,person,,,,,,,,,,,
Nicolli,frick,,,,,,,,,,,,,,,,,,,,
Nicolls,frick,,,,,,,,,,,,,,,,,,,,
"Nils Tegner, New York",frick,,,,,,,,,,,,,,,,,,,,
Nîmes,frick,,,,,,,,,,,,,,,,,,,,
Nivaagaard,frick,,,,,,,,,,,,,,,,,,,,
nm,frick,,,,,,,,,,,,,,,,,,,,
"Noël Rubie PTY, Ltd., Sydney",frick,,,,,,,,,,,,,,,,,,,,
