count,city,name,wikidata_uri
94,Schwäbisch Gmünd,"Stadtpfarrkirche Sankt Franziskus, Kirchenschatz",
94,Winterthur,Kunst Museum Winterthur - Reinhart am Stadtgarten,
93,Antwerpen,Museum Vleeshuis,
93,Engelberg (Obwalden),Stiftsbibliothek Benediktinerkloster Engelberg,
93,Goßfelden,"Sammlung Heinrich Ubbelohde-Doering, Goßfelden",
93,Rom,Galleria Corsini,
92,Gotha,Schlossmuseum Schloss Friedenstein,
92,Mitau,Kurländisches Provinzialmuseum Mitau,
92,Oberammergau,Oberammergau Museum,
92,Pistoia,Museo Civico,
90,Avignon,Musée du Petit Palais,
90,London,Colnaghi,
90,London,Sammlung R. H. Benson,
90,Tarent,Museo Archeologico Nazionale di Taranto,
89,Düsseldorf,Galerie C. G. Boerner,
89,Monaco,Sotheby's,
89,Weimar,Schlossmuseum Weimar,
88,Madrid,Real Academia de Bellas Artes de San Fernando,
88,Mainz,Römisch-Germanisches Zentralmuseum,
88,Rom,Archivio di Stato,
88,Venedig,Fondazione Scientifica Querini Stampalia,http://www.wikidata.org/entity/Q3747209
87,Den Haag,Königliche Museen Den Haag,
87,Laren,Sammlung V. W. van Gogh,
87,Ort unbekannt,Sammlung unbekannt,
87,Perugia,Accademia di Belle Arti,
86,Colle di Val d'Elsa,Museo Civico e Diocesano d'Arte Sacra,
86,Eisenach,Thüringer Museum Eisenach,
86,Graz,Universalmuseum Joanneum,
86,Richmond (London),Sammlung Frederick Cook,
86,Schleißheim (Oberschleißheim),"Sammlung Ludwig I., König von Bayern, Schleißheim",
86,Toulouse,Musée des Augustins,http://www.wikidata.org/entity/Q2711480
85,Regensburg,Historisches Museum Regensburg,
85,Saint-Maurice (Wallis),Abbaye de Saint-Maurice d'Agaune,
85,Tecklenburg,Antiquariat H.-D. von Diepenbroik-Grüter,
85,Wien,Liechtenstein Museum,
85,Williamstown (Massachusetts),Sterling and Francine Clark Art Institute,http://www.wikidata.org/entity/Q1465805
84,Berlin,Kaiser-Friedrich-Museum,
84,Hannover,Museum August Kestner,
84,Paderborn,Erzbischöfliches Diözesanmuseum Paderborn,
84,Venedig,"Galleria Internazionale d'Arte Moderna, Ca' Pesaro",
83,Erfurt,Angermuseum,http://www.wikidata.org/entity/Q538183
83,Florenz,Galleria Pisani,
83,Lissabon,Museu Calouste Gulbenkian,http://www.wikidata.org/entity/Q211262
83,Orvieto,Museo dell'Opera del Duomo,http://www.wikidata.org/entity/Q3328410
83,Teggiano,Museo Diocesano San Pietro,
82,Antwerpen,Museum Mayer van den Bergh,
82,Dijon,Bibliothèque Municipale de Dijon,
82,Korbach,Wolfgang-Bonhage-Museum,
82,Lemgo,Weserrenaissance-Museum Schloss Brake,
82,Vicenza,Museo Civico - Pinacoteca di Palazzo Chiericati,
81,Oxford,Christ Church,
80,Amsterdam,Tropenmuseum,
80,Bologna,Galleria Comunale d'Arte Moderna,
80,Cambridge,Fitzwilliam Museum,http://www.wikidata.org/entity/Q1421440
80,Genua,Museo e Galleria dell'Accademia Ligustica di Belle Arti,
80,Schleißheim (Oberschleißheim),Staatsgalerie im Neuen Schloss,
79,Bergamo,Accademia Carrara,http://www.wikidata.org/entity/Q338367
79,Berlin,Akademie der Künste Berlin,
79,Dresden,Galerie Neue Meister Dresden,
79,London / Berkshire,Sammlung William J. Farrer,
79,Nantes,Musée d'Arts de Nantes,
79,Volterra,Palazzo Viti,http://www.wikidata.org/entity/Q3361347
78,Breslau,Schlesisches Museum für Kunstgewerbe und Altertümer,
78,Glasgow,Kelvingrove Art Gallery and Museum,
78,Tournai,Musée des Beaux-Arts de Tournai,
77,Brünn,Moravská Galerie v Brn&#283;,
77,Ioannina,Archäologisches Museum Ioannina,
77,München,Marstallmuseum im Schloss Nymphenburg,
77,Wiesbaden,Museum Wiesbaden,http://www.wikidata.org/entity/Q316514
76,Belluno,Museo Civico,http://www.wikidata.org/entity/Q16609865
76,Berlin,Königliche Schlösser,
76,Florenz,Evangelisch-Lutherische Kirche,
76,Montreal,Montreal Museum of Fine Arts,http://www.wikidata.org/entity/Q860812
76,Tarquinia,Museo Archeologico Nazionale Tarquiniense,
76,Wien,Belvedere Museum Wien,
75,Angers,Musée Jean Lurçat et de la Tapisserie Contemporaire,
75,Baltimore,Walters Art Gallery,
75,Bologna,Museo Civico Archeologico di Bologna,
75,Hannover,Historisches Museum Hannover,
75,Otterlo,Rijksmuseum Kröller-Müller,
75,Palmyra,Mathaf Tadmur,
75,Rom,Archivio della Congregazione dell'Oratorio a Santa Maria in Vallicella,
75,San Severino Marche,Pinacoteca Civica Padre Pietro Tacchi Venturi,http://www.wikidata.org/entity/Q25247795
74,,Bibliotheca Hertziana,
74,Hamburg,Altonaer Museum,http://www.wikidata.org/entity/Q126971
74,Kassel,Staatliche Kunstsammlungen,
74,London,Sammlung Duke of Westminster,
74,Monaco,Musée National de Monaco,
74,Pommersfelden,Schloss Weissenstein,
74,Viterbo,Museo Civico,
74,Vorau (Steiermark),Bibliothek des Stifts Vorau,
74,Worms,Museum der Stadt Worms,
73,Boston,Museum of Fine Arts,
73,Bremen,"Focke-Museum, Bremer Landesmuseum für Kunst- und Kulturgeschichte",
73,Venedig,Ca' Rezzonico - Museo del Settecento veneziano,
72,,Compagnia della Croce,
72,Cluny,Sammlung unbekannt,
72,Florenz,Accademia di Belle Arti di Firenze,
72,Leeds,Temple Newsam House,
72,Marseille,Musée des Beaux-Arts,
72,New York,American Art Galleries,
72,New York,William H. Schab Gallery,
71,Amsterdam,Stichting Architectuur Museum,
71,Flensburg,Museumsberg Flensburg,
71,Köln,Wallraf-Richartz-Museum - Fondation Corboud,
71,London,Courtauld Institute Galleries,
71,Marburg,Museum Anatomicum der Philipps-Universität Marburg,
71,Preveza,Nikopolis-Museum,
71,Schleswig,Museum für Kunst und Kulturgeschichte Schloss Gottorf,
71,Troyes,Médiathèque Jacques Chirac,
70,Detmold,Lippisches Landesmuseum,http://www.wikidata.org/entity/Q1827534
70,Friedrichshafen (Bodenseekreis),Städtisches Bodenseemuseum,
70,Köln,Kunsthaus Lempertz,
70,Rotterdam,Museum Boijmans Van Beuningen,
70,Valladolid,Museo Nacional de Escultura,
70,Wien,MAK - Museum für Angewandte Kunst Wien,
69,Aschaffenburg,Hofbibliothek Aschaffenburg,
69,Berlin,Sammlung Joachim Heinrich Wilhelm Wagener,
69,Berlin,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz, Nationalgalerie",
69,Ingolstadt,Bayerisches Armeemuseum Ingolstadt,
69,Ort unbekannt,Sammlung Familie Guidi,
68,Essen,Sammlung unbekannt,
68,Frankfurt (Main),Universitätsbibliothek Johann Christian Senckenberg,
68,Paris,"Musée de Cluny, Musée National du Moyen Âge",
67,Bamberg,Staatsgalerie in der Neuen Residenz,
67,Frankfurt (Main),Galerie Joseph Fach,
67,Grenoble,Musée de Peinture et de Sculpture de Grenoble,
67,Lorch Rheingaukreis,Robert-Struppmann-Museum,
67,München,"Sammlung Schack, München",
67,Neapel,Raccolta d'Arte della Fondazione Pagliara,
67,Oberrosphe,"Sammlung Rainer Zimmermann, Oberrosphe",
67,Tournai,Trésor de la Cathedrale Notre-Dame de Tournai,
66,Chantilly,Musée Condé,http://www.wikidata.org/entity/Q1236032
66,Lauterbach Vogelsbergkreis,Hohhaus-Museum Lauterbach,
66,Rom,Museo di Palazzo Venezia,http://www.wikidata.org/entity/Q1954305
66,Wien,Gemäldegalerie der Akademie der bildenden Künste,http://www.wikidata.org/entity/Q3759396
65,Berlin,Schloss Charlottenburg,
65,Bologna,Museo Civico Medievale,http://www.wikidata.org/entity/Q3867844
65,Donaueschingen,Fürstenbergische Sammlungen,
65,Volterra,Pinacoteca e Museo Civico,
64,Ham&#257;,Qasr al-Azem,
64,Hamburg,Museum für Hamburgische Geschichte,http://www.wikidata.org/entity/Q665171
64,Hildesheim,Römer- und Pelizaeus-Museum,
64,Kansas City (Missouri),William Rockhill Nelson Gallery of Art and Mary Atkins Museum of Fine Arts,
64,Memmingen,Stadtmuseum im Hermansbau,
64,Rom,Galleria Carlo Virgilio,
64,Rostock,Kulturhistorisches Museum Rostock,
64,Vercelli,Biblioteca Capitolare,
63,Barnard Castle,Bowes Museum,http://www.wikidata.org/entity/Q895434
63,Betzdorf,Antiquariat Remigius,
63,Florenz,Museo dell'Istituto degli Innocenti,
63,Oslo,Nasjonalgalleriet,
63,Volterra,Fondazione Mauro Staccioli,
62,,Niedersächsisches Landesverwaltungsamt Hannover,
62,Goßfelden,Sammlung Hanna Ubbelohde,
62,Marburg,Landesamt für Denkmalpflege Hessen Marburg,
62,Meldorf,Dithmarscher Landesmuseum,
62,Neumünster,Tuch und Technik Textilmuseum,
62,Ravenna,Museo Nazionale,
62,Reval,Stadtmuseum Strandpforte,
62,Volterra,Museo Etrusco Guaranacci,
61,Cortona,Museo dell'Accademia Etrusca,
61,Fabriano,Pinacoteca Civica Bruno Molajoli,http://www.wikidata.org/entity/Q54855155
61,Hamburg,Auktionshaus Dörling,
61,Mailand,Museo Civico di Milano,
61,Nocera Umbra,Pinacoteca Comunale,
61,Oxford,"Picture Gallery, Christ Church",
61,Seligenstadt (Kreis Offenbach),Regio Museum Seligenstadt,
60,Chartres,Sammlung unbekannt,
60,London,Tate Gallery,
60,Neapel,Quadreria dei Girolamini,
60,Paestum di Capaccio,Museo Archeologico Nazionale di Paestum,
60,Pforzheim,Schmuckmuseum Pforzheim,http://www.wikidata.org/entity/Q2246668
60,Rom,Galleria Doria,
60,Truro (Cornwall),"Museum and Art Gallery Royal Institution of Cornwall, Cornwall County Museum and Art Gallery",
59,,Galleria Sangiorgi,
59,Berlin,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz, Skulpturensammlung",
59,Florenz,Pitti,
59,Foligno,Museo della città di Palazzo Trinci,
59,New York,The Arthur M. Sackler Foundation,
59,Rottweil,Kunstsammlung Lorenzkapelle,
59,Sigmaringen,Fürstlich Hohenzollernsches Museum,
59,Sorrent,Museo Correale di Terranova,http://www.wikidata.org/entity/Q2743852
59,Venedig,Museo Correr,http://www.wikidata.org/entity/Q1470912
58,Mailand,Museo dell'Opera del Duomo,
58,Oxford,Christ Church Picture Gallery,http://www.wikidata.org/entity/Q3675590
58,Pompeji,Sammlung unbekannt,
58,Stockholm,Nationalmuseum Stockholm,
58,Triest,Museo Civico Revoltella,
58,Weingarten,Kloster Weingarten,
57,Bamberg,Diözesanmuseum Bamberg,
57,Brescia,Museo di Santa Giulia,
57,Los Angeles,J. Paul Getty Museum,http://www.wikidata.org/entity/Q731126
57,Magdeburg,Kulturhistorisches Museum Magdeburg,
57,Rom,Archivio Generale dei Barnabiti,
57,Wiesbaden,Land Hessen,
56,Fermo,Pinacoteca Civica,http://www.wikidata.org/entity/Q3905099
56,Florenz,Galleria Corsini,http://www.wikidata.org/entity/Q1228199
56,Truro (Cornwall),Royal Cornwall Museum,http://www.wikidata.org/entity/Q1251321
56,Willingshausen,Sammlung Henriette Schmidt-Bonn,
55,Athen,Byzantinisches Museum Athen,
55,Corvey,Sammlung unbekannt,
55,Dublin,National Gallery of Ireland,http://www.wikidata.org/entity/Q2018379
55,Ferrara,Museo Archeologico Nazionale di Ferrara,
55,Florenz,Comune di Firenze,
55,Florenz,Opificio delle Pietre Dure,http://www.wikidata.org/entity/Q3354176
55,Halberstadt,Gleimhaus,http://www.wikidata.org/entity/Q1530437
55,Heidelberg,Auktionshaus Arno Winterberg,
55,Kaufbeuren,Stadtmuseum Kaufbeuren,
55,Marburg,"Sammlung Richard Hamann, Marburg",
55,Perugia,Collezione L. Severi,
55,Pommersfelden,Schloss Weißenstein,
55,Sansepolcro,Museo Civico di Sansepolcro,
55,Speyer,Sammlung unbekannt,
55,Trevi,Raccolta d'Arte di San Francesco,
55,Vézelay,Musée de l'uvre Viollet-le-Duc,
55,Wien,Akademie der Bildenden Künste Wien,
54,Apameia,Mathaf Afamiya,
54,Ascoli Piceno,Museo Diocesano,
54,Berlin,"Museum Europäischer Kulturen, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",
54,Burgdorf (Bern),Schlossmuseum,
54,Cardiff,National Museums and Galleries of Wales,
54,Cava de' Tirreni,Museo della Badia di Cava dei Tirreni,
54,Frankfurt (Main),Sammlung Ernst Franz August Münzenberger,
54,Hagen,Osthaus Museum Hagen,
53,Antwerpen,Scheepvaartmuseum,
53,Celle,Bomann-Museum,
53,Cividale del Friuli,Museo Cristiano,
53,Fermo,Biblioteca Comunale,
53,Gießen,Oberhessisches Museum,
53,Lucca,Museo Nazionale di Villa Guinigi,http://www.wikidata.org/entity/Q3330090
53,Marburg,Landeskonservator Hessen,
53,Oranienbaum,Schloss Oranienbaum,
53,Schönau am Königssee,Sammlung Urban Thiersch,
53,Toledo,"Museo Sefardí, Toledo",
52,Amsterdam,Galerie Six,
52,Asciano,Museo Civico Archeologico e d'Arte Sacra,http://www.wikidata.org/entity/Q18745942
52,Carmel (Kalifornien),Sammlung Samson Knoll,
52,Glasgow,Corporation Galleries of Glasgow,
52,Göttingen,Niedersächsische Staats- und Universitätsbibliothek,
52,Katharinenkloster (Sinai),Katharinenkloster,
52,Köln,Erzbischöfliche Diözesan- und Dombibliothek,
52,Linz (Oberösterreich),Oberösterreichisches Landesmuseum,
52,"Mans, Le",Musée Jean-Claude-Boulard Carré Plantagenêt,
52,Rom,"Galleria Nazionale d'Arte Antica, Palazzo Corsini",
52,Spello,Pinacoteca civica di Spello,
51,Amsterdam,Stedelijk Museum Amsterdam,
51,Angers,Musée Archéologique Saint-Jean,
51,Göttingen,Kunstsammlung der Universität Göttingen,
51,Hampton Court (Twickenham),Royal Collection,
51,Perugia,Collezione Valentino Martinelli,
51,San Casciano in Val di Pesa,Museo di Arte Sacra,
51,Vaduz,Fürstliche Sammlungen Liechtenstein,
50,Florenz,Galleria dell'Accademia di Firenze,
50,Madrid,Museo Nacional Thyssen-Bornemisza,
50,Milet,Archäologisches Museum Milet,
50,Nîmes,Musée Archéologique de Nîmes,
50,Salem Bodenseekreis,Kloster und Schloss Salem,
50,Siena,Archivio di Stato di Siena,http://www.wikidata.org/entity/Q3621660
50,Venedig,Palazzo Ducale di Venezia,
50,Willingshausen,Sammlung Wolfgang Zeller,
50,Zürich,Kunsthaus Zürich,http://www.wikidata.org/entity/Q685038
49,Ancona,Pinacoteca Civica Francesco Podesti,
49,Florenz,Depositi delle Gallerie Fiorentine,
49,Gaeta,Museo Diocesano,
49,Königsberg,Städtische Kunstsammlungen Königsberg,
49,Pienza,Museo Diocesano di Pienza,
49,Ulm,Museum Ulm,
48,Berlin,"Sammlung Wolfgang Gurlitt, Berlin",
48,Berlin,unbekannt,
48,El Escorial,Colecciones del Real Monasterio,
48,Florenz,Archivio di Stato,
48,Gubbio,Comune di Gubbio,
48,London,Agnew and Sons,
48,Rom,Deutscher Künstlerverein,
47,Boston,Isabella Stewart Gardner Museum,http://www.wikidata.org/entity/Q49135
47,Caen,Musée de Normandie,
47,Luzern,Kunsthandlung Fischer,
47,Lüneburg,Museum Lüneburg,
47,Madrid,Museo Thyssen-Bornemisza,http://www.wikidata.org/entity/Q176251
47,Philippi,Archäologisches Museum Philippi,
47,Sankt Petersburg,Sammlung Youssoupoff,
47,Stuttgart,Sammlung unbekannt,
47,Venedig,Pinacoteca Manfrediniana e Raccolte del Seminario Patriarcale,
47,Wien,Volkskunde Museum Wien,
46,Budweis,Jihoceské muzeum v Ceských Budejovicích,
46,Erlangen,Universitätsbibliothek Erlangen,
46,Quedlinburg,Domschatz Quedlinburg,
46,Rom,Istituto di Archeologia e Storia dell'Arte,
46,Sansepolcro,Museo Civico,http://www.wikidata.org/entity/Q606494
46,Siena,Biblioteca Comunale degli Intronati,http://www.wikidata.org/entity/Q3639643
46,Villach,Museum der Stadt Villach,
46,Wien,Österreichische Nationalbibliothek,http://www.wikidata.org/entity/Q304037
45,Aachen,"Sammlung Barthold Suermondt, Aachen",
45,Alessandria,Museo e Pinacoteca Civica,
45,Alsfeld,Regionalmuseum Alsfeld,
45,Bad Homburg vor der Höhe,Saalburgmuseum,
45,Jerusalem,Greek Orthodox Patriarchate,
45,London,Kensington-Museum,
45,Lüttich,Musee d'Art Religieux et d'Art Mosan,
45,Madrid,Museo Arqueológico Nacional de España,
45,Massa Marittima,Museo di Arte Sacra,
45,Otranto,Museo Diocesano di Arte Sacra,
45,Salerno,"Museo Diocesano ""San Matteo""",
45,Siena,Archivio dell'Opera della Metropolitana,
45,Termini Imerese,Museo Civico Baldassare Romano,
45,Tournai,Bibliothèque du Grand-Séminaire de Tournai,
45,Venedig,Museo di Palazzo Mocenigo,
45,Windsor,Royal Library,
44,Augsburg,Bibliothek Oettingen-Wallerstein,
44,Barcelona,Museu d'Arte de Catalunya,
44,Bergamo,Accademia Carrara di Belle Arti di Bergamo,
44,Chiusi,Museo della Cattedrale,
44,Columbia (Missouri),University of Missouri,http://www.wikidata.org/entity/Q579968
44,Grantham,National Trust,http://www.wikidata.org/entity/Q333515
44,Hankensbüttel,Klosterhofmuseum Isenhagen,
44,Mailand,Archivio Storico Civico e Biblioteca Trivulziana,
44,Mainz,Gutenberg-Museum,
44,Narbonne,Musée d'Art et d'Histoire de Narbonne,
44,Neapel,Biblioteca Nazionale,
44,Subiaco,Archivio Colonna,
44,Utrecht,Centraal Museum Utrecht,
43,Detmold,LWL-Freilichtmuseum Detmold,
43,Florenz,Museo Horne,http://www.wikidata.org/entity/Q531218
43,Freiburg im Breisgau,Erbengemeinschaft Noack Freiburg / Dresden,
43,Innsbruck,Sammlung Ambras,
43,London,Sammlung Charles Fairfax Murray,
43,Mistras,Mitropolis Museum,
43,Poitiers,Musée Sainte-Croix,
43,Reval,Bruderschaft der Schwarzhäupter,
43,Rottenburg am Neckar,Diözesanmuseum Rottenburg,
43,Sankt Ulrich (Bozen),Museum de Gherdëina,
43,Treviso,"Museo Civico ""Luigi Bailo""",
43,Venedig,Biblioteca Nazionale Marciana,http://www.wikidata.org/entity/Q578460
42,Aarau,Aargauer Kantonsbibliothek,
42,Aix-en-Provence,Musée d'Aix,
42,Amsterdam,Museum van der Hoop,
42,Atina,Museo Archeologico di Atina e della Valle di Comino,
42,Berlin,Ladengalerie,
42,Bologna,Pinacoteca Nazionale di Bologna,
42,Bramdean,National Trust,http://www.wikidata.org/entity/Q333515
42,Breslau,Bauarchiv Breslau,
42,Cortona,Museo Diocesano,http://www.wikidata.org/entity/Q3330320
42,Dubrovnik,Domschatzkammer,
42,London,Sammlung George Lindsay Holford,
42,London,private Sammlung,
42,Lyon,Musée des Beaux-Arts,
42,Marseille,Musée d'Archéologie Méditerranéenne,
42,Mestia,Svaneti Museum of History and Ethnography,
42,Sankt Florian (Linz-Land),"Stift Sankt Florian, Kunstsammlungen",
42,Wrocław,Muzeum Narodowe we Wrocławiu,
42,Würzburg,Bayerische Staatsgemäldesammlungen,http://www.wikidata.org/entity/Q812285
41,Berchtesgaden,Museum Schloss Adelsheim,
41,Dijon,Musée Archéologique de Dijon,
41,Dijon,Sammlung unbekannt,
41,Florenz,Collezioni Statali,
41,London,Sammlung Baron Alfred de Rothschild,
41,Mantua,Galleria e Museo di Palazzo Ducale,
41,Melk,Stift Melk,
41,Minden Kreis Minden-Lübbecke,Domschatz Minden,
41,New York,Sotheby Parke-Bernet,
41,Niort,Musée du Donjon,
41,Turin,Palazzo Reale,
40,Chiusi,Museo Nazionale Etrusco e Tombe,
40,Florenz,Museo Stibbert,http://www.wikidata.org/entity/Q3329363
40,Goßfelden,Otto-Ubbelohde-Stiftung,
40,Köln,Sammlung Franz Joseph Kerp,
40,Köln,Sammlung Hubert Dormagen,
40,Marburg,Sammlung Alhard von Drach,
40,Montefalco,Museo Civico di San Francesco,
40,Paris,Musée Napoléon,
40,Pisa,Camposanto Monumentale,
40,Potsdam,Schloss Sanssouci,
40,Reims,Musée de l'uvre de la Cathédrale Notre-Dame de Reims,
40,Turin,Biblioteca Nazionale Universitaria di Torino,http://www.wikidata.org/entity/Q2201144
40,Venedig,Museo Archeologico Nazionale di Venezia,http://www.wikidata.org/entity/Q15961396
40,Windsor,Royal Collection,
39,Amsterdam,Christie's,
39,Athen,Kerameikos-Museum,http://www.wikidata.org/entity/Q2574469
39,Benevent,Museo del Sannio,
39,Cagliari,Museo Archeologico Nazionale di Calgari,
39,Genua,Civico Museo di Architettura e Scultura Ligure di Sant'Agostino,
39,Goßfelden,Otto-Ubbelohde-Haus,
39,Grenoble,Musée des Beaux-Arts de Grenoble,
39,Gubbio,Museo Diocesano,
39,Herrenchiemsee,König Ludwig II-Museum Herrenchiemsee,
39,Lichtenstein (Württemberg),Schloss Lichtenstein,
39,Mailand,Accademia di Belle Arti di Brera e Liceo Artistico,
39,Mannheim,Reiss-Engelhorn-Museen,
39,München,Kunsthandlung Weinmüller,
39,Philadelphia (Pennsylvania),Pennsylvania Academy of Fine Arts,
39,Prag,Národní muzeum v Praze,
39,Reggio di Calabria,Museo Nazionale Archeologico della Magna Grecia,
39,San Gimignano,Pinacoteca Civica,
38,Braunschweig,Braunschweigisches Landesmuseum,
38,Buonconvento,Museo d'Arte Sacra della Val d'Arbia,
38,Diemelstadt,Sammlung unbekannt,
38,Eleusis,Archäologisches Museum Eleusis,
38,Frankfurt (Oder),Sammlung unbekannt,
38,Göttingen,Städtisches Museum Göttingen,
38,Köln,Sammlung Franz Anton Bernhard Kerp,
38,Köln,Sammlung Johann Georg Schmitz,
38,Köln,Sammlung Johann Georg Schmitz (Erben),
